N pol   	Mean    	Std     	Seed    	FracP   
78.0000	2.2642	0.0914	-9526.0000	0.0077
78.0000	2.2422	0.0900	-3417.0000	0.0077
78.0000	2.2903	0.0525	-1696.0000	0.0077
78.0000	2.2713	0.0805	-2383.0000	0.0077
78.0000	2.2421	0.0610	-1083.0000	0.0077
78.0000	2.2713	0.0983	-2845.0000	0.0077
78.0000	2.3339	0.0611	-7145.0000	0.0077
78.0000	2.2272	0.0522	-7949.0000	0.0077
78.0000	2.2183	0.0683	-5012.0000	0.0077
89.0000	2.2871	0.0487	-8349.0000	0.0088
89.0000	2.2226	0.0780	-8935.0000	0.0088
89.0000	2.3195	0.0707	-2460.0000	0.0088
89.0000	2.2169	0.0636	-8322.0000	0.0088
89.0000	2.2302	0.0700	-6104.0000	0.0088
89.0000	2.2863	0.0698	-7566.0000	0.0088
89.0000	2.2488	0.0685	-9526.0000	0.0088
89.0000	2.2346	0.0665	-3417.0000	0.0088
89.0000	2.2567	0.0971	-1696.0000	0.0088
89.0000	2.2377	0.0440	-2383.0000	0.0088
89.0000	2.2778	0.0701	-1083.0000	0.0088
89.0000	2.2469	0.0728	-2845.0000	0.0088
89.0000	2.2121	0.0562	-7145.0000	0.0088
89.0000	2.2524	0.0856	-7949.0000	0.0088
89.0000	2.2360	0.0533	-5012.0000	0.0088
100.0000	2.2520	0.0796	-8349.0000	0.0099
100.0000	2.2354	0.0640	-8935.0000	0.0099
100.0000	2.2054	0.0615	-2460.0000	0.0099
100.0000	2.2563	0.0673	-8322.0000	0.0099
100.0000	2.2487	0.0494	-6104.0000	0.0099
100.0000	2.2681	0.0620	-7566.0000	0.0099
100.0000	2.2758	0.0838	-9526.0000	0.0099
100.0000	2.2649	0.0650	-3417.0000	0.0099
100.0000	2.2296	0.0823	-1696.0000	0.0099
100.0000	2.1892	0.0645	-2383.0000	0.0099
100.0000	2.2485	0.0534	-1083.0000	0.0099
100.0000	2.2776	0.0605	-2845.0000	0.0099
100.0000	2.2619	0.0727	-7145.0000	0.0099
100.0000	2.2689	0.0662	-7949.0000	0.0099
100.0000	2.2719	0.0972	-5012.0000	0.0099
