N pol   	Mean    	Std     	Seed    	FracP   
6.0000	6.5498	0.6624	-7566.0000	0.0006
6.0000	7.8614	1.0151	-9526.0000	0.0006
6.0000	6.6809	0.2853	-3417.0000	0.0006
6.0000	6.4843	0.1729	-1696.0000	0.0006
6.0000	7.1403	0.3196	-2383.0000	0.0006
7.0000	6.3621	0.2973	-8349.0000	0.0007
7.0000	6.5130	0.4294	-8935.0000	0.0007
7.0000	6.1105	0.3649	-2460.0000	0.0007
7.0000	8.3635	0.2617	-8322.0000	0.0007
7.0000	6.6361	0.2011	-6104.0000	0.0007
7.0000	7.8896	0.2182	-7566.0000	0.0007
7.0000	7.4535	0.7423	-9526.0000	0.0007
7.0000	7.3853	0.3620	-3417.0000	0.0007
7.0000	7.1561	0.4137	-1696.0000	0.0007
7.0000	7.3356	0.2659	-2383.0000	0.0007
8.0000	5.9190	0.3020	-8349.0000	0.0008
8.0000	6.4445	0.5135	-8935.0000	0.0008
8.0000	6.6415	0.2378	-2460.0000	0.0008
8.0000	7.4086	0.2135	-8322.0000	0.0008
8.0000	8.0026	0.6049	-6104.0000	0.0008
8.0000	6.6678	0.2557	-7566.0000	0.0008
8.0000	7.0024	0.3395	-9526.0000	0.0008
8.0000	7.0600	0.8527	-3417.0000	0.0008
8.0000	7.8017	0.3226	-1696.0000	0.0008
8.0000	8.1619	0.2844	-2383.0000	0.0008
9.0000	7.1821	0.3685	-8349.0000	0.0009
9.0000	6.6288	0.3500	-8935.0000	0.0009
9.0000	6.2853	0.2186	-2460.0000	0.0009
9.0000	6.9206	0.4198	-8322.0000	0.0009
9.0000	7.1223	0.7198	-6104.0000	0.0009
9.0000	6.1611	0.3753	-7566.0000	0.0009
9.0000	6.8633	0.6380	-9526.0000	0.0009
9.0000	7.0010	0.2647	-3417.0000	0.0009
9.0000	7.0827	0.2676	-1696.0000	0.0009
9.0000	7.7633	0.3219	-2383.0000	0.0009
10.0000	7.7587	0.2892	-8349.0000	0.0010
10.0000	7.7714	0.3487	-8935.0000	0.0010
10.0000	5.9367	0.2389	-2460.0000	0.0010
10.0000	7.1308	0.2859	-8322.0000	0.0010
10.0000	6.2822	0.6478	-6104.0000	0.0010
10.0000	5.9566	0.8258	-7566.0000	0.0010
10.0000	6.9531	0.4150	-9526.0000	0.0010
10.0000	7.0504	0.3924	-3417.0000	0.0010
10.0000	7.0792	0.2752	-1696.0000	0.0010
10.0000	6.9850	0.1637	-2383.0000	0.0010
11.0000	6.8014	0.1987	-8349.0000	0.0011
11.0000	6.9099	0.2963	-8935.0000	0.0011
11.0000	6.2888	0.1853	-2460.0000	0.0011
11.0000	7.5034	0.1372	-8322.0000	0.0011
11.0000	7.0465	0.3424	-6104.0000	0.0011
11.0000	7.0365	0.2100	-7566.0000	0.0011
11.0000	6.2692	0.2963	-9526.0000	0.0011
11.0000	7.2331	0.2544	-3417.0000	0.0011
11.0000	7.3575	0.5330	-1696.0000	0.0011
11.0000	6.9316	0.3202	-2383.0000	0.0011
12.0000	7.5610	0.1786	-8349.0000	0.0012
12.0000	6.3705	0.2008	-8935.0000	0.0012
12.0000	7.1726	0.3691	-2460.0000	0.0012
12.0000	7.6742	0.4881	-8322.0000	0.0012
12.0000	6.4556	0.1878	-6104.0000	0.0012
12.0000	7.9315	0.4291	-7566.0000	0.0012
12.0000	7.4800	0.2703	-9526.0000	0.0012
12.0000	6.9923	0.2457	-3417.0000	0.0012
12.0000	7.3536	0.6141	-1696.0000	0.0012
12.0000	6.4612	0.4651	-2383.0000	0.0012
13.0000	7.4542	0.4945	-8349.0000	0.0013
13.0000	6.3049	0.1696	-8935.0000	0.0013
13.0000	6.8675	0.3755	-2460.0000	0.0013
13.0000	6.4944	0.2999	-8322.0000	0.0013
13.0000	6.4586	0.2845	-6104.0000	0.0013
13.0000	6.9673	0.2566	-7566.0000	0.0013
13.0000	7.4585	0.4177	-9526.0000	0.0013
13.0000	7.1182	0.2183	-3417.0000	0.0013
13.0000	6.7793	0.2239	-1696.0000	0.0013
13.0000	7.2759	0.2072	-2383.0000	0.0013
14.0000	6.9966	0.1461	-8349.0000	0.0014
14.0000	6.6224	0.2172	-8935.0000	0.0014
14.0000	7.9423	0.1457	-2460.0000	0.0014
14.0000	6.3104	0.2222	-8322.0000	0.0014
14.0000	6.8459	0.5290	-6104.0000	0.0014
14.0000	6.6484	0.1838	-7566.0000	0.0014
14.0000	6.8341	0.2159	-9526.0000	0.0014
14.0000	6.6101	0.1132	-3417.0000	0.0014
14.0000	6.1895	0.3007	-1696.0000	0.0014
14.0000	7.2929	0.1893	-2383.0000	0.0014
15.0000	7.2029	0.2857	-8349.0000	0.0015
15.0000	7.1069	0.2897	-8935.0000	0.0015
15.0000	6.4290	0.3355	-2460.0000	0.0015
15.0000	7.4480	0.2578	-8322.0000	0.0015
15.0000	6.8806	0.1890	-6104.0000	0.0015
15.0000	7.5678	0.3568	-7566.0000	0.0015
15.0000	7.0446	0.2316	-9526.0000	0.0015
15.0000	6.7699	0.2137	-3417.0000	0.0015
15.0000	7.1317	0.3650	-1696.0000	0.0015
15.0000	7.0788	0.3150	-2383.0000	0.0015
16.0000	7.0792	0.2471	-8349.0000	0.0016
16.0000	6.6346	0.1881	-8935.0000	0.0016
16.0000	7.3057	0.3184	-2460.0000	0.0016
16.0000	6.8912	0.2342	-8322.0000	0.0016
16.0000	6.9397	0.2814	-6104.0000	0.0016
16.0000	6.7220	0.3190	-7566.0000	0.0016
16.0000	7.1318	0.2100	-9526.0000	0.0016
16.0000	6.6556	0.2213	-3417.0000	0.0016
16.0000	6.0870	0.1163	-1696.0000	0.0016
16.0000	7.5886	0.3767	-2383.0000	0.0016
17.0000	6.9422	0.3835	-8349.0000	0.0017
17.0000	6.9622	0.1542	-8935.0000	0.0017
17.0000	7.6819	0.1888	-2460.0000	0.0017
17.0000	7.3417	0.2410	-8322.0000	0.0017
17.0000	7.2979	0.3186	-6104.0000	0.0017
17.0000	7.1172	0.3549	-7566.0000	0.0017
17.0000	6.5847	0.2883	-9526.0000	0.0017
17.0000	6.7378	0.2366	-3417.0000	0.0017
17.0000	6.8529	0.2459	-1696.0000	0.0017
17.0000	6.4516	0.1548	-2383.0000	0.0017
18.0000	6.9807	0.2204	-8349.0000	0.0018
18.0000	6.9107	0.1257	-8935.0000	0.0018
18.0000	6.7371	0.1695	-2460.0000	0.0018
18.0000	7.1250	0.2979	-8322.0000	0.0018
18.0000	6.8024	0.2208	-6104.0000	0.0018
18.0000	6.9721	0.2028	-7566.0000	0.0018
18.0000	6.4093	0.1680	-9526.0000	0.0018
18.0000	7.0389	0.1725	-3417.0000	0.0018
18.0000	7.4796	0.2449	-1696.0000	0.0018
18.0000	7.6148	0.1310	-2383.0000	0.0018
19.0000	6.2193	0.3379	-8349.0000	0.0019
19.0000	6.8725	0.3658	-8935.0000	0.0019
19.0000	6.5702	0.1886	-2460.0000	0.0019
19.0000	6.9876	0.1837	-8322.0000	0.0019
19.0000	6.4957	0.1833	-6104.0000	0.0019
19.0000	7.0074	0.2135	-7566.0000	0.0019
19.0000	7.6109	0.3799	-9526.0000	0.0019
19.0000	6.9441	0.4436	-3417.0000	0.0019
19.0000	7.5170	0.2372	-1696.0000	0.0019
19.0000	6.8749	0.1230	-2383.0000	0.0019
20.0000	6.6063	0.1964	-8349.0000	0.0020
20.0000	7.3512	0.2221	-8935.0000	0.0020
20.0000	6.5194	0.2211	-2460.0000	0.0020
20.0000	7.2458	0.1870	-8322.0000	0.0020
20.0000	6.6644	0.1639	-6104.0000	0.0020
20.0000	6.7508	0.2238	-7566.0000	0.0020
20.0000	7.3275	0.1800	-9526.0000	0.0020
20.0000	6.7645	0.2954	-3417.0000	0.0020
20.0000	7.4214	0.1121	-1696.0000	0.0020
20.0000	7.9426	0.1458	-2383.0000	0.0020
21.0000	7.0415	0.2250	-8349.0000	0.0021
21.0000	7.0304	0.2848	-8935.0000	0.0021
21.0000	7.4270	0.2265	-2460.0000	0.0021
21.0000	7.0046	0.1603	-8322.0000	0.0021
21.0000	7.1507	0.3294	-6104.0000	0.0021
21.0000	6.1975	0.2209	-7566.0000	0.0021
21.0000	7.0910	0.3519	-9526.0000	0.0021
21.0000	6.9119	0.4177	-3417.0000	0.0021
21.0000	6.4825	0.2061	-1696.0000	0.0021
21.0000	7.5005	0.1342	-2383.0000	0.0021
22.0000	6.5735	0.1769	-8349.0000	0.0022
22.0000	7.0291	0.1575	-8935.0000	0.0022
22.0000	6.3759	0.1766	-2460.0000	0.0022
22.0000	7.2864	0.2942	-8322.0000	0.0022
22.0000	6.8839	0.3108	-6104.0000	0.0022
22.0000	6.5692	0.1483	-7566.0000	0.0022
22.0000	7.1205	0.2511	-9526.0000	0.0022
22.0000	6.5685	0.2773	-3417.0000	0.0022
22.0000	6.8032	0.1421	-1696.0000	0.0022
22.0000	6.8894	0.3408	-2383.0000	0.0022
23.0000	7.4351	0.1630	-8349.0000	0.0023
23.0000	7.4627	0.1898	-8935.0000	0.0023
23.0000	6.5382	0.2172	-2460.0000	0.0023
23.0000	7.2164	0.0856	-8322.0000	0.0023
23.0000	7.4517	0.1345	-6104.0000	0.0023
23.0000	6.7903	0.1426	-7566.0000	0.0023
23.0000	7.4221	0.1920	-9526.0000	0.0023
23.0000	7.0735	0.2522	-3417.0000	0.0023
23.0000	7.3720	0.3599	-1696.0000	0.0023
23.0000	7.1231	0.1276	-2383.0000	0.0023
24.0000	6.9765	0.1819	-8349.0000	0.0024
24.0000	6.8169	0.3523	-8935.0000	0.0024
24.0000	7.6282	0.3576	-2460.0000	0.0024
24.0000	6.9310	0.1953	-8322.0000	0.0024
24.0000	7.0803	0.2282	-6104.0000	0.0024
24.0000	7.3258	0.2304	-7566.0000	0.0024
24.0000	7.1507	0.1694	-9526.0000	0.0024
24.0000	6.9225	0.2023	-3417.0000	0.0024
24.0000	6.9691	0.2242	-1696.0000	0.0024
24.0000	7.6949	0.1548	-2383.0000	0.0024
25.0000	7.2842	0.1276	-8349.0000	0.0025
25.0000	6.6444	0.2716	-8935.0000	0.0025
25.0000	6.8272	0.0953	-2460.0000	0.0025
25.0000	6.5423	0.2487	-8322.0000	0.0025
25.0000	6.8810	0.1743	-6104.0000	0.0025
25.0000	7.0439	0.1399	-7566.0000	0.0025
25.0000	6.7045	0.1687	-9526.0000	0.0025
25.0000	7.4415	0.1428	-3417.0000	0.0025
25.0000	7.1829	0.1837	-1696.0000	0.0025
25.0000	7.3319	0.2247	-2383.0000	0.0025
26.0000	6.7558	0.1303	-8349.0000	0.0026
26.0000	7.1042	0.3427	-8935.0000	0.0026
26.0000	7.0328	0.1266	-2460.0000	0.0026
26.0000	7.1606	0.2270	-8322.0000	0.0026
26.0000	6.4873	0.1965	-6104.0000	0.0026
26.0000	7.0631	0.2254	-7566.0000	0.0026
26.0000	7.0943	0.1783	-9526.0000	0.0026
26.0000	6.9651	0.2044	-3417.0000	0.0026
26.0000	7.4619	0.2005	-1696.0000	0.0026
26.0000	6.2477	0.2277	-2383.0000	0.0026
27.0000	6.6005	0.2031	-8349.0000	0.0027
27.0000	6.9731	0.2626	-8935.0000	0.0027
27.0000	7.9112	0.1356	-2460.0000	0.0027
27.0000	7.2281	0.1435	-8322.0000	0.0027
27.0000	7.0521	0.1556	-6104.0000	0.0027
27.0000	7.6174	0.1187	-7566.0000	0.0027
27.0000	7.1103	0.1718	-9526.0000	0.0027
27.0000	7.3676	0.2513	-3417.0000	0.0027
27.0000	7.1970	0.4218	-1696.0000	0.0027
27.0000	7.2792	0.2411	-2383.0000	0.0027
28.0000	7.0130	0.1886	-8349.0000	0.0028
28.0000	7.5678	0.1142	-8935.0000	0.0028
28.0000	6.8857	0.1842	-2460.0000	0.0028
28.0000	7.3583	0.2024	-8322.0000	0.0028
28.0000	6.7640	0.1951	-6104.0000	0.0028
28.0000	7.0893	0.2199	-7566.0000	0.0028
28.0000	7.3308	0.3433	-9526.0000	0.0028
28.0000	7.5078	0.1202	-3417.0000	0.0028
28.0000	7.4432	0.1541	-1696.0000	0.0028
28.0000	7.2387	0.2248	-2383.0000	0.0028
29.0000	7.3494	0.1349	-8349.0000	0.0029
29.0000	6.7588	0.4336	-8935.0000	0.0029
29.0000	7.7364	0.1514	-2460.0000	0.0029
29.0000	7.5476	0.2741	-8322.0000	0.0029
29.0000	7.4702	0.0994	-6104.0000	0.0029
29.0000	7.2685	0.1428	-7566.0000	0.0029
29.0000	6.9621	0.2138	-9526.0000	0.0029
29.0000	6.7056	0.1897	-3417.0000	0.0029
29.0000	7.1455	0.3332	-1696.0000	0.0029
29.0000	7.6104	0.1611	-2383.0000	0.0029
30.0000	6.9457	0.2926	-8349.0000	0.0030
30.0000	6.9968	0.1682	-8935.0000	0.0030
30.0000	6.4421	0.1657	-2460.0000	0.0030
30.0000	6.6932	0.1578	-8322.0000	0.0030
30.0000	6.6173	0.1215	-6104.0000	0.0030
30.0000	6.6206	0.1189	-7566.0000	0.0030
30.0000	6.9284	0.3402	-9526.0000	0.0030
30.0000	6.7204	0.1414	-3417.0000	0.0030
30.0000	7.1257	0.1744	-1696.0000	0.0030
30.0000	7.3535	0.1688	-2383.0000	0.0030
31.0000	7.3946	0.1267	-8349.0000	0.0031
31.0000	7.1067	0.1249	-8935.0000	0.0031
31.0000	7.3329	0.3099	-2460.0000	0.0031
31.0000	6.9867	0.2117	-8322.0000	0.0031
31.0000	6.7686	0.1625	-6104.0000	0.0031
31.0000	7.1351	0.1724	-7566.0000	0.0031
31.0000	6.8156	0.1003	-9526.0000	0.0031
31.0000	6.8581	0.1505	-3417.0000	0.0031
31.0000	6.9850	0.1832	-1696.0000	0.0031
31.0000	7.4402	0.1522	-2383.0000	0.0031
32.0000	7.0953	0.1981	-8349.0000	0.0032
32.0000	6.7400	0.2775	-8935.0000	0.0032
32.0000	6.6301	0.2105	-2460.0000	0.0032
32.0000	7.7297	0.1842	-8322.0000	0.0032
32.0000	6.6380	0.3457	-6104.0000	0.0032
32.0000	6.6008	0.2624	-7566.0000	0.0032
32.0000	6.9569	0.1823	-9526.0000	0.0032
32.0000	7.1003	0.1350	-3417.0000	0.0032
32.0000	7.0817	0.1943	-1696.0000	0.0032
32.0000	6.7928	0.0757	-2383.0000	0.0032
33.0000	6.5815	0.1650	-8349.0000	0.0033
33.0000	6.7579	0.1369	-8935.0000	0.0033
33.0000	6.9060	0.1551	-2460.0000	0.0033
33.0000	7.3770	0.1454	-8322.0000	0.0033
33.0000	6.8944	0.3625	-6104.0000	0.0033
33.0000	7.3534	0.2431	-7566.0000	0.0033
33.0000	6.7211	0.2299	-9526.0000	0.0033
33.0000	6.4245	0.1820	-3417.0000	0.0033
33.0000	6.9967	0.2116	-1696.0000	0.0033
33.0000	7.3972	0.2723	-2383.0000	0.0033
34.0000	7.2042	0.1206	-8349.0000	0.0034
34.0000	6.8787	0.0660	-8935.0000	0.0034
34.0000	6.9165	0.0684	-2460.0000	0.0034
34.0000	6.5090	0.1398	-8322.0000	0.0034
34.0000	7.3240	0.1582	-6104.0000	0.0034
34.0000	6.3311	0.2376	-7566.0000	0.0034
34.0000	7.2150	0.2962	-9526.0000	0.0034
34.0000	7.2925	0.1559	-3417.0000	0.0034
34.0000	6.8161	0.2117	-1696.0000	0.0034
34.0000	7.1963	0.1735	-2383.0000	0.0034
35.0000	6.7781	0.1184	-8349.0000	0.0035
35.0000	7.2855	0.1362	-8935.0000	0.0035
35.0000	7.7211	0.1009	-2460.0000	0.0035
35.0000	7.0850	0.0822	-8322.0000	0.0035
35.0000	7.0371	0.1486	-6104.0000	0.0035
35.0000	7.4794	0.2102	-7566.0000	0.0035
35.0000	7.3207	0.0686	-9526.0000	0.0035
35.0000	7.0249	0.2336	-3417.0000	0.0035
35.0000	7.0270	0.1412	-1696.0000	0.0035
35.0000	6.7768	0.2191	-2383.0000	0.0035
36.0000	7.5925	0.2764	-8349.0000	0.0036
36.0000	7.2324	0.1416	-8935.0000	0.0036
36.0000	7.5378	0.1459	-2460.0000	0.0036
36.0000	6.8477	0.1181	-8322.0000	0.0036
36.0000	7.3651	0.2011	-6104.0000	0.0036
36.0000	7.4743	0.1063	-7566.0000	0.0036
36.0000	7.0980	0.3681	-9526.0000	0.0036
36.0000	7.1188	0.1514	-3417.0000	0.0036
36.0000	7.3832	0.1626	-1696.0000	0.0036
36.0000	6.7593	0.1488	-2383.0000	0.0036
37.0000	6.4913	0.1846	-8349.0000	0.0037
37.0000	7.5402	0.1848	-8935.0000	0.0037
37.0000	6.9495	0.1914	-2460.0000	0.0037
37.0000	6.7734	0.1683	-8322.0000	0.0037
37.0000	7.5248	0.1335	-6104.0000	0.0037
37.0000	7.2922	0.1213	-7566.0000	0.0037
37.0000	7.3767	0.3005	-9526.0000	0.0037
37.0000	6.7703	0.2250	-3417.0000	0.0037
37.0000	7.4416	0.1546	-1696.0000	0.0037
37.0000	6.9209	0.1449	-2383.0000	0.0037
38.0000	6.7935	0.1627	-8349.0000	0.0038
38.0000	6.7667	0.1857	-8935.0000	0.0038
38.0000	7.1131	0.0997	-2460.0000	0.0038
38.0000	7.5770	0.1601	-8322.0000	0.0038
38.0000	6.8839	0.1475	-6104.0000	0.0038
38.0000	7.2056	0.0863	-7566.0000	0.0038
38.0000	7.1003	0.3289	-9526.0000	0.0038
38.0000	6.9903	0.1459	-3417.0000	0.0038
38.0000	7.4268	0.2597	-1696.0000	0.0038
38.0000	6.6542	0.0797	-2383.0000	0.0038
39.0000	7.0359	0.1277	-8349.0000	0.0039
39.0000	6.6325	0.2385	-8935.0000	0.0039
39.0000	6.8905	0.1751	-2460.0000	0.0039
39.0000	6.7735	0.1774	-8322.0000	0.0039
39.0000	6.8364	0.1779	-6104.0000	0.0039
39.0000	7.2977	0.1106	-7566.0000	0.0039
39.0000	6.8859	0.0974	-9526.0000	0.0039
39.0000	7.1920	0.1505	-3417.0000	0.0039
39.0000	6.9937	0.2822	-1696.0000	0.0039
39.0000	7.1352	0.1559	-2383.0000	0.0039
40.0000	7.4240	0.0870	-8349.0000	0.0040
40.0000	6.9251	0.2249	-8935.0000	0.0040
40.0000	7.1402	0.2403	-2460.0000	0.0040
40.0000	7.0258	0.1650	-8322.0000	0.0040
40.0000	6.7844	0.1013	-6104.0000	0.0040
40.0000	6.5491	0.1624	-7566.0000	0.0040
40.0000	7.2005	0.1830	-9526.0000	0.0040
40.0000	6.9552	0.0837	-3417.0000	0.0040
40.0000	7.1591	0.1488	-1696.0000	0.0040
40.0000	6.8516	0.1012	-2383.0000	0.0040
41.0000	7.4240	0.0870	-8349.0000	0.0040
41.0000	6.9251	0.2249	-8935.0000	0.0040
41.0000	7.1402	0.2403	-2460.0000	0.0040
41.0000	7.0258	0.1650	-8322.0000	0.0040
41.0000	6.7844	0.1013	-6104.0000	0.0040
41.0000	6.5491	0.1624	-7566.0000	0.0040
41.0000	7.2005	0.1830	-9526.0000	0.0040
41.0000	6.9552	0.0837	-3417.0000	0.0040
41.0000	7.1591	0.1488	-1696.0000	0.0040
41.0000	6.8516	0.1012	-2383.0000	0.0040
42.0000	6.9752	0.1514	-8349.0000	0.0041
42.0000	6.9004	0.1430	-8935.0000	0.0041
42.0000	6.4727	0.1695	-2460.0000	0.0041
42.0000	7.5642	0.1878	-8322.0000	0.0041
42.0000	6.7841	0.1249	-6104.0000	0.0041
42.0000	7.0758	0.0992	-7566.0000	0.0041
42.0000	7.4805	0.1406	-9526.0000	0.0041
42.0000	7.1648	0.1030	-3417.0000	0.0041
42.0000	7.6072	0.1663	-1696.0000	0.0041
42.0000	7.2395	0.1234	-2383.0000	0.0041
43.0000	7.3508	0.2819	-8349.0000	0.0042
43.0000	7.2701	0.1405	-8935.0000	0.0042
43.0000	7.1317	0.1693	-2460.0000	0.0042
43.0000	6.9876	0.2597	-8322.0000	0.0042
43.0000	7.0936	0.2345	-6104.0000	0.0042
43.0000	6.9005	0.1165	-7566.0000	0.0042
43.0000	6.9379	0.2007	-9526.0000	0.0042
43.0000	7.0144	0.1767	-3417.0000	0.0042
43.0000	7.1105	0.1583	-1696.0000	0.0042
43.0000	6.7110	0.1531	-2383.0000	0.0042
44.0000	7.2366	0.1056	-8349.0000	0.0043
44.0000	6.6043	0.1691	-8935.0000	0.0043
44.0000	7.4516	0.1072	-2460.0000	0.0043
44.0000	7.1120	0.1433	-8322.0000	0.0043
44.0000	7.1273	0.0783	-6104.0000	0.0043
44.0000	7.1936	0.1913	-7566.0000	0.0043
44.0000	7.1732	0.1650	-9526.0000	0.0043
44.0000	6.9879	0.2484	-3417.0000	0.0043
44.0000	7.2196	0.1174	-1696.0000	0.0043
44.0000	7.2208	0.1137	-2383.0000	0.0043
45.0000	6.5750	0.2027	-8349.0000	0.0044
45.0000	7.1424	0.1226	-8935.0000	0.0044
45.0000	7.2542	0.0854	-2460.0000	0.0044
45.0000	6.7880	0.1351	-8322.0000	0.0044
45.0000	7.1318	0.1264	-6104.0000	0.0044
45.0000	7.1942	0.2188	-7566.0000	0.0044
45.0000	7.5791	0.0922	-9526.0000	0.0044
45.0000	6.9308	0.1518	-3417.0000	0.0044
45.0000	6.9355	0.1840	-1696.0000	0.0044
45.0000	6.9779	0.1889	-2383.0000	0.0044
46.0000	6.8742	0.2328	-8349.0000	0.0045
46.0000	6.7274	0.1444	-8935.0000	0.0045
46.0000	7.3473	0.2141	-2460.0000	0.0045
46.0000	7.2023	0.1750	-8322.0000	0.0045
46.0000	7.6608	0.1580	-6104.0000	0.0045
46.0000	7.3021	0.1548	-7566.0000	0.0045
46.0000	7.2637	0.0963	-9526.0000	0.0045
46.0000	7.3146	0.1280	-3417.0000	0.0045
46.0000	7.2862	0.1222	-1696.0000	0.0045
46.0000	6.9649	0.1904	-2383.0000	0.0045
47.0000	6.8453	0.1414	-8349.0000	0.0046
47.0000	7.3826	0.0456	-8935.0000	0.0046
47.0000	7.3902	0.2026	-2460.0000	0.0046
47.0000	7.1987	0.1007	-8322.0000	0.0046
47.0000	7.8462	0.1514	-6104.0000	0.0046
47.0000	7.1893	0.1795	-7566.0000	0.0046
47.0000	6.9040	0.1865	-9526.0000	0.0046
47.0000	7.4893	0.1075	-3417.0000	0.0046
47.0000	6.6776	0.1251	-1696.0000	0.0046
47.0000	7.1135	0.2498	-2383.0000	0.0046
48.0000	7.1730	0.1151	-8349.0000	0.0047
48.0000	6.5819	0.1503	-8935.0000	0.0047
48.0000	7.0197	0.0933	-2460.0000	0.0047
48.0000	6.9480	0.1130	-8322.0000	0.0047
48.0000	7.0960	0.1392	-6104.0000	0.0047
48.0000	6.4660	0.1478	-7566.0000	0.0047
48.0000	6.6834	0.2729	-9526.0000	0.0047
48.0000	6.5887	0.1130	-3417.0000	0.0047
48.0000	7.2777	0.1627	-1696.0000	0.0047
48.0000	7.0292	0.1005	-2383.0000	0.0047
49.0000	7.1422	0.1362	-8349.0000	0.0048
49.0000	6.7070	0.1121	-8935.0000	0.0048
49.0000	6.8439	0.1265	-2460.0000	0.0048
49.0000	6.7108	0.1277	-8322.0000	0.0048
49.0000	7.1401	0.1219	-6104.0000	0.0048
49.0000	7.3125	0.2656	-7566.0000	0.0048
49.0000	6.7650	0.1758	-9526.0000	0.0048
49.0000	6.9859	0.1718	-3417.0000	0.0048
49.0000	7.1563	0.1093	-1696.0000	0.0048
49.0000	6.7969	0.1558	-2383.0000	0.0048
50.0000	6.9161	0.2065	-8349.0000	0.0049
50.0000	7.2085	0.0802	-8935.0000	0.0049
50.0000	7.0588	0.2135	-2460.0000	0.0049
50.0000	6.6217	0.3386	-8322.0000	0.0049
50.0000	7.2714	0.0782	-6104.0000	0.0049
50.0000	6.7238	0.2439	-7566.0000	0.0049
50.0000	7.0128	0.0988	-9526.0000	0.0049
50.0000	7.2451	0.1061	-3417.0000	0.0049
50.0000	6.9076	0.1345	-1696.0000	0.0049
50.0000	7.2902	0.1388	-2383.0000	0.0049
51.0000	7.0494	0.1474	-8349.0000	0.0050
51.0000	7.5640	0.1405	-8935.0000	0.0050
51.0000	7.0251	0.0949	-2460.0000	0.0050
51.0000	7.4518	0.1147	-8322.0000	0.0050
51.0000	7.1912	0.0394	-6104.0000	0.0050
51.0000	7.1764	0.2073	-7566.0000	0.0050
51.0000	7.8932	0.1189	-9526.0000	0.0050
51.0000	6.9135	0.0799	-3417.0000	0.0050
51.0000	6.9397	0.0787	-1696.0000	0.0050
51.0000	6.6117	0.2299	-2383.0000	0.0050
52.0000	7.4198	0.1175	-8349.0000	0.0051
52.0000	7.0105	0.1726	-8935.0000	0.0051
52.0000	7.1574	0.1059	-2460.0000	0.0051
52.0000	7.0024	0.1215	-8322.0000	0.0051
52.0000	7.5446	0.1714	-6104.0000	0.0051
52.0000	7.5072	0.0941	-7566.0000	0.0051
