N pol   	Mean    	Std     	Seed    	FracP   
52.0000	6.9759	0.1364	-9526.0000	0.0051
52.0000	7.2090	0.2289	-3417.0000	0.0051
52.0000	7.2029	0.1379	-1696.0000	0.0051
52.0000	7.2418	0.1178	-2383.0000	0.0051
53.0000	7.2132	0.0831	-8349.0000	0.0052
53.0000	7.6199	0.1134	-8935.0000	0.0052
53.0000	6.9509	0.0703	-2460.0000	0.0052
53.0000	7.1506	0.1636	-8322.0000	0.0052
53.0000	7.5818	0.1833	-6104.0000	0.0052
53.0000	7.0312	0.0790	-7566.0000	0.0052
53.0000	6.7687	0.1362	-9526.0000	0.0052
53.0000	7.2167	0.0868	-3417.0000	0.0052
53.0000	6.9291	0.1346	-1696.0000	0.0052
53.0000	6.7794	0.0926	-2383.0000	0.0052
54.0000	7.1047	0.1033	-8349.0000	0.0053
54.0000	7.0387	0.0873	-8935.0000	0.0053
54.0000	7.2546	0.0970	-2460.0000	0.0053
54.0000	6.4816	0.2295	-8322.0000	0.0053
54.0000	7.3840	0.1159	-6104.0000	0.0053
54.0000	7.3183	0.0612	-7566.0000	0.0053
54.0000	6.6402	0.1328	-9526.0000	0.0053
54.0000	7.6166	0.1312	-3417.0000	0.0053
54.0000	7.2846	0.0896	-1696.0000	0.0053
54.0000	7.3392	0.1243	-2383.0000	0.0053
55.0000	6.9989	0.0790	-8349.0000	0.0054
55.0000	7.4858	0.1371	-8935.0000	0.0054
55.0000	7.0727	0.1435	-2460.0000	0.0054
55.0000	7.4895	0.0605	-8322.0000	0.0054
55.0000	6.9731	0.1073	-6104.0000	0.0054
55.0000	6.9960	0.1161	-7566.0000	0.0054
55.0000	7.0094	0.0590	-9526.0000	0.0054
55.0000	7.0788	0.1198	-3417.0000	0.0054
55.0000	7.1942	0.1360	-1696.0000	0.0054
55.0000	6.8704	0.1835	-2383.0000	0.0054
56.0000	7.6038	0.0934	-8349.0000	0.0055
56.0000	7.0876	0.0815	-8935.0000	0.0055
56.0000	7.1848	0.1046	-2460.0000	0.0055
56.0000	7.3096	0.1496	-8322.0000	0.0055
56.0000	7.2438	0.1208	-6104.0000	0.0055
56.0000	7.2904	0.3549	-7566.0000	0.0055
56.0000	6.9948	0.1719	-9526.0000	0.0055
56.0000	6.4837	0.1023	-3417.0000	0.0055
56.0000	6.4767	0.0778	-1696.0000	0.0055
56.0000	7.0528	0.2417	-2383.0000	0.0055
57.0000	7.1594	0.0958	-8349.0000	0.0056
57.0000	6.8861	0.1272	-8935.0000	0.0056
57.0000	7.2993	0.1733	-2460.0000	0.0056
57.0000	7.0583	0.0956	-8322.0000	0.0056
57.0000	7.5573	0.0798	-6104.0000	0.0056
57.0000	7.0712	0.1421	-7566.0000	0.0056
57.0000	7.4106	0.0977	-9526.0000	0.0056
57.0000	6.8105	0.1821	-3417.0000	0.0056
57.0000	7.2119	0.0637	-1696.0000	0.0056
57.0000	6.9357	0.2524	-2383.0000	0.0056
58.0000	7.1482	0.1042	-8349.0000	0.0057
58.0000	6.8613	0.1640	-8935.0000	0.0057
58.0000	7.1801	0.1113	-2460.0000	0.0057
58.0000	6.8805	0.1599	-8322.0000	0.0057
58.0000	7.1239	0.0595	-6104.0000	0.0057
58.0000	7.5464	0.1430	-7566.0000	0.0057
58.0000	7.5598	0.0833	-9526.0000	0.0057
58.0000	7.5633	0.1693	-3417.0000	0.0057
58.0000	7.0081	0.1430	-1696.0000	0.0057
58.0000	6.9379	0.0933	-2383.0000	0.0057
59.0000	7.4062	0.1712	-8349.0000	0.0058
59.0000	7.9353	0.1399	-8935.0000	0.0058
59.0000	7.1099	0.1120	-2460.0000	0.0058
59.0000	7.3349	0.2248	-8322.0000	0.0058
59.0000	6.9926	0.1349	-6104.0000	0.0058
59.0000	7.1735	0.1709	-7566.0000	0.0058
59.0000	7.4580	0.1033	-9526.0000	0.0058
59.0000	6.8455	0.1021	-3417.0000	0.0058
59.0000	7.2509	0.0885	-1696.0000	0.0058
59.0000	7.3270	0.1300	-2383.0000	0.0058
60.0000	7.7014	0.2168	-8349.0000	0.0059
60.0000	7.4448	0.1634	-8935.0000	0.0059
60.0000	7.4714	0.2708	-2460.0000	0.0059
60.0000	6.9754	0.0861	-8322.0000	0.0059
60.0000	6.6435	0.1313	-6104.0000	0.0059
60.0000	6.6641	0.2292	-7566.0000	0.0059
60.0000	7.0283	0.0904	-9526.0000	0.0059
60.0000	7.1199	0.0732	-3417.0000	0.0059
60.0000	6.7099	0.1444	-1696.0000	0.0059
60.0000	6.5650	0.1104	-2383.0000	0.0059
61.0000	7.3959	0.1222	-8349.0000	0.0060
61.0000	6.9083	0.1449	-8935.0000	0.0060
61.0000	7.4807	0.1662	-2460.0000	0.0060
61.0000	7.1166	0.0749	-8322.0000	0.0060
61.0000	7.0081	0.1399	-6104.0000	0.0060
61.0000	7.1376	0.2424	-7566.0000	0.0060
61.0000	6.8791	0.1786	-9526.0000	0.0060
61.0000	7.2282	0.2475	-3417.0000	0.0060
61.0000	7.1588	0.2360	-1696.0000	0.0060
61.0000	6.5108	0.1542	-2383.0000	0.0060
62.0000	6.9419	0.0833	-8349.0000	0.0061
62.0000	7.1804	0.1236	-8935.0000	0.0061
62.0000	6.8314	0.2241	-2460.0000	0.0061
62.0000	7.3696	0.0816	-8322.0000	0.0061
62.0000	6.6282	0.1575	-6104.0000	0.0061
62.0000	6.6969	0.0649	-7566.0000	0.0061
62.0000	6.9803	0.1260	-9526.0000	0.0061
62.0000	7.5020	0.1207	-3417.0000	0.0061
62.0000	7.3382	0.1086	-1696.0000	0.0061
62.0000	7.1186	0.2150	-2383.0000	0.0061
63.0000	7.1670	0.1268	-8349.0000	0.0062
63.0000	7.7907	0.1144	-8935.0000	0.0062
63.0000	7.3193	0.1684	-2460.0000	0.0062
63.0000	7.1640	0.1741	-8322.0000	0.0062
63.0000	7.3254	0.1157	-6104.0000	0.0062
63.0000	6.9479	0.1179	-7566.0000	0.0062
63.0000	8.0859	0.1317	-9526.0000	0.0062
63.0000	7.2663	0.0777	-3417.0000	0.0062
63.0000	7.4396	0.1345	-1696.0000	0.0062
63.0000	7.2977	0.0986	-2383.0000	0.0062
64.0000	7.0016	0.1144	-8349.0000	0.0063
64.0000	7.0311	0.1267	-8935.0000	0.0063
64.0000	7.2346	0.1974	-2460.0000	0.0063
64.0000	7.1222	0.1419	-8322.0000	0.0063
64.0000	7.1614	0.0827	-6104.0000	0.0063
64.0000	6.7414	0.1186	-7566.0000	0.0063
64.0000	6.9870	0.1495	-9526.0000	0.0063
64.0000	7.0695	0.0985	-3417.0000	0.0063
64.0000	7.0217	0.0724	-1696.0000	0.0063
64.0000	7.0862	0.2287	-2383.0000	0.0063
65.0000	7.0572	0.0785	-8349.0000	0.0064
65.0000	7.2778	0.1303	-8935.0000	0.0064
65.0000	7.3023	0.0785	-2460.0000	0.0064
65.0000	7.2938	0.1711	-8322.0000	0.0064
65.0000	7.2021	0.1002	-6104.0000	0.0064
65.0000	6.9000	0.0768	-7566.0000	0.0064
65.0000	6.9726	0.1244	-9526.0000	0.0064
65.0000	7.1924	0.0933	-3417.0000	0.0064
65.0000	6.9599	0.1107	-1696.0000	0.0064
65.0000	7.5606	0.0724	-2383.0000	0.0064
66.0000	6.7756	0.1415	-8349.0000	0.0065
66.0000	7.5995	0.1096	-8935.0000	0.0065
66.0000	6.7844	0.1156	-2460.0000	0.0065
66.0000	6.9313	0.1097	-8322.0000	0.0065
66.0000	7.0622	0.1677	-6104.0000	0.0065
66.0000	6.8123	0.1458	-7566.0000	0.0065
66.0000	6.9648	0.1438	-9526.0000	0.0065
66.0000	6.8471	0.1889	-3417.0000	0.0065
66.0000	6.7080	0.0654	-1696.0000	0.0065
66.0000	6.8416	0.1212	-2383.0000	0.0065
67.0000	6.9844	0.0918	-8349.0000	0.0066
67.0000	7.0612	0.0838	-8935.0000	0.0066
67.0000	7.3329	0.1496	-2460.0000	0.0066
67.0000	7.2108	0.1154	-8322.0000	0.0066
67.0000	6.9925	0.1833	-6104.0000	0.0066
67.0000	7.2580	0.1175	-7566.0000	0.0066
67.0000	7.3664	0.1138	-9526.0000	0.0066
67.0000	7.3454	0.1123	-3417.0000	0.0066
67.0000	7.1613	0.0840	-1696.0000	0.0066
67.0000	7.1309	0.1084	-2383.0000	0.0066
68.0000	7.4563	0.1595	-8349.0000	0.0067
68.0000	7.1509	0.0832	-8935.0000	0.0067
68.0000	6.8235	0.0809	-2460.0000	0.0067
68.0000	7.1860	0.0892	-8322.0000	0.0067
68.0000	6.9401	0.1475	-6104.0000	0.0067
68.0000	6.8789	0.1008	-7566.0000	0.0067
68.0000	7.2487	0.1351	-9526.0000	0.0067
68.0000	7.0800	0.0917	-3417.0000	0.0067
68.0000	7.1538	0.0814	-1696.0000	0.0067
68.0000	7.1745	0.0661	-2383.0000	0.0067
69.0000	7.2172	0.0835	-8349.0000	0.0068
69.0000	7.1943	0.1095	-8935.0000	0.0068
69.0000	7.4971	0.0646	-2460.0000	0.0068
69.0000	7.1538	0.0944	-8322.0000	0.0068
69.0000	6.8927	0.0662	-6104.0000	0.0068
69.0000	7.0043	0.1150	-7566.0000	0.0068
69.0000	7.0657	0.0622	-9526.0000	0.0068
69.0000	6.9299	0.0859	-3417.0000	0.0068
69.0000	7.1911	0.1270	-1696.0000	0.0068
69.0000	7.1358	0.1934	-2383.0000	0.0068
70.0000	7.2011	0.0663	-8349.0000	0.0069
70.0000	7.4113	0.1834	-8935.0000	0.0069
70.0000	6.9648	0.1303	-2460.0000	0.0069
70.0000	6.8896	0.1660	-8322.0000	0.0069
70.0000	6.9437	0.1486	-6104.0000	0.0069
70.0000	6.8282	0.0832	-7566.0000	0.0069
70.0000	7.4377	0.1055	-9526.0000	0.0069
70.0000	7.6634	0.0884	-3417.0000	0.0069
70.0000	6.8778	0.0728	-1696.0000	0.0069
70.0000	7.3670	0.0873	-2383.0000	0.0069
71.0000	6.8081	0.1378	-8349.0000	0.0070
71.0000	7.2379	0.1271	-8935.0000	0.0070
71.0000	7.2856	0.1380	-2460.0000	0.0070
71.0000	7.5339	0.0916	-8322.0000	0.0070
71.0000	7.3623	0.0818	-6104.0000	0.0070
71.0000	7.1595	0.1438	-7566.0000	0.0070
71.0000	7.5420	0.1226	-9526.0000	0.0070
71.0000	6.8608	0.1047	-3417.0000	0.0070
71.0000	7.3645	0.0852	-1696.0000	0.0070
71.0000	7.1860	0.1359	-2383.0000	0.0070
72.0000	6.9896	0.0982	-8349.0000	0.0071
72.0000	7.0297	0.0845	-8935.0000	0.0071
72.0000	6.9802	0.1618	-2460.0000	0.0071
72.0000	7.1512	0.1174	-8322.0000	0.0071
72.0000	6.9958	0.1173	-6104.0000	0.0071
72.0000	6.7866	0.1406	-7566.0000	0.0071
72.0000	7.0272	0.0970	-9526.0000	0.0071
72.0000	7.4798	0.0679	-3417.0000	0.0071
72.0000	7.1589	0.0928	-1696.0000	0.0071
72.0000	7.0570	0.0975	-2383.0000	0.0071
73.0000	7.1824	0.0708	-8349.0000	0.0072
73.0000	7.1442	0.2547	-8935.0000	0.0072
73.0000	6.4963	0.1035	-2460.0000	0.0072
73.0000	7.5468	0.1387	-8322.0000	0.0072
73.0000	7.1691	0.1342	-6104.0000	0.0072
73.0000	6.9580	0.1461	-7566.0000	0.0072
73.0000	6.7248	0.1206	-9526.0000	0.0072
73.0000	7.3888	0.0876	-3417.0000	0.0072
73.0000	7.6227	0.0860	-1696.0000	0.0072
73.0000	6.9309	0.1297	-2383.0000	0.0072
74.0000	7.3574	0.1079	-8349.0000	0.0073
74.0000	6.7368	0.2192	-8935.0000	0.0073
74.0000	7.1001	0.2071	-2460.0000	0.0073
74.0000	7.3492	0.1218	-8322.0000	0.0073
74.0000	7.5903	0.1174	-6104.0000	0.0073
74.0000	6.8442	0.0633	-7566.0000	0.0073
74.0000	7.0904	0.0772	-9526.0000	0.0073
74.0000	7.0464	0.0961	-3417.0000	0.0073
74.0000	7.2989	0.1929	-1696.0000	0.0073
74.0000	7.6325	0.0776	-2383.0000	0.0073
75.0000	7.0464	0.1008	-8349.0000	0.0074
75.0000	7.2185	0.0858	-8935.0000	0.0074
75.0000	6.9967	0.0819	-2460.0000	0.0074
75.0000	7.3076	0.0610	-8322.0000	0.0074
75.0000	7.1092	0.1096	-6104.0000	0.0074
75.0000	6.7813	0.1004	-7566.0000	0.0074
75.0000	7.1670	0.1130	-9526.0000	0.0074
75.0000	6.9937	0.0971	-3417.0000	0.0074
75.0000	7.1129	0.0628	-1696.0000	0.0074
75.0000	7.2646	0.1197	-2383.0000	0.0074
76.0000	7.0330	0.1372	-8349.0000	0.0075
76.0000	6.9780	0.0959	-8935.0000	0.0075
76.0000	7.3957	0.0900	-2460.0000	0.0075
76.0000	6.6828	0.1332	-8322.0000	0.0075
76.0000	7.2994	0.1160	-6104.0000	0.0075
76.0000	7.3306	0.1627	-7566.0000	0.0075
76.0000	6.9369	0.0501	-9526.0000	0.0075
76.0000	7.0442	0.1724	-3417.0000	0.0075
76.0000	6.7160	0.1168	-1696.0000	0.0075
76.0000	7.1085	0.0886	-2383.0000	0.0075
77.0000	7.2236	0.1367	-8349.0000	0.0076
77.0000	6.6617	0.0805	-8935.0000	0.0076
77.0000	7.1537	0.1316	-2460.0000	0.0076
77.0000	7.4659	0.1008	-8322.0000	0.0076
77.0000	7.0666	0.0970	-6104.0000	0.0076
77.0000	7.0225	0.0698	-7566.0000	0.0076
77.0000	7.0190	0.0711	-9526.0000	0.0076
77.0000	6.9903	0.0740	-3417.0000	0.0076
77.0000	7.1718	0.1449	-1696.0000	0.0076
77.0000	7.4336	0.1019	-2383.0000	0.0076
78.0000	7.2448	0.1215	-8349.0000	0.0077
78.0000	7.0875	0.2135	-8935.0000	0.0077
78.0000	7.0101	0.1680	-2460.0000	0.0077
78.0000	7.4869	0.0985	-8322.0000	0.0077
78.0000	7.1854	0.0966	-6104.0000	0.0077
78.0000	6.8969	0.0534	-7566.0000	0.0077
78.0000	6.8826	0.0620	-9526.0000	0.0077
78.0000	7.1932	0.0758	-3417.0000	0.0077
78.0000	6.9134	0.1033	-1696.0000	0.0077
78.0000	7.0129	0.1077	-2383.0000	0.0077
79.0000	6.7426	0.0967	-8349.0000	0.0078
79.0000	7.3545	0.0627	-8935.0000	0.0078
79.0000	6.8844	0.0968	-2460.0000	0.0078
79.0000	6.6512	0.1500	-8322.0000	0.0078
79.0000	7.0968	0.0918	-6104.0000	0.0078
79.0000	7.0550	0.0667	-7566.0000	0.0078
79.0000	7.2327	0.1289	-9526.0000	0.0078
79.0000	7.4614	0.1462	-3417.0000	0.0078
79.0000	7.1183	0.1288	-1696.0000	0.0078
79.0000	7.1341	0.0903	-2383.0000	0.0078
80.0000	6.7544	0.0727	-8349.0000	0.0079
80.0000	7.2207	0.1219	-8935.0000	0.0079
80.0000	7.3947	0.1000	-2460.0000	0.0079
80.0000	7.0972	0.0930	-8322.0000	0.0079
80.0000	7.1563	0.0802	-6104.0000	0.0079
80.0000	7.0541	0.1238	-7566.0000	0.0079
80.0000	7.3691	0.1068	-9526.0000	0.0079
80.0000	7.1772	0.0903	-3417.0000	0.0079
80.0000	7.1218	0.1082	-1696.0000	0.0079
80.0000	7.1633	0.0454	-2383.0000	0.0079
81.0000	7.4643	0.0677	-8349.0000	0.0080
81.0000	7.4387	0.1284	-8935.0000	0.0080
81.0000	7.2107	0.1086	-2460.0000	0.0080
81.0000	7.1162	0.0715	-8322.0000	0.0080
81.0000	7.1774	0.1523	-6104.0000	0.0080
81.0000	6.9971	0.0760	-7566.0000	0.0080
81.0000	7.2180	0.1813	-9526.0000	0.0080
81.0000	7.1035	0.0690	-3417.0000	0.0080
81.0000	7.1407	0.0755	-1696.0000	0.0080
81.0000	7.1197	0.1135	-2383.0000	0.0080
82.0000	6.6508	0.1648	-8349.0000	0.0081
82.0000	6.9475	0.0875	-8935.0000	0.0081
82.0000	6.7206	0.1636	-2460.0000	0.0081
82.0000	7.2341	0.0838	-8322.0000	0.0081
82.0000	7.4434	0.2075	-6104.0000	0.0081
82.0000	7.0853	0.0861	-7566.0000	0.0081
82.0000	7.5199	0.0873	-9526.0000	0.0081
82.0000	7.7815	0.1030	-3417.0000	0.0081
82.0000	7.2992	0.1357	-1696.0000	0.0081
82.0000	6.9642	0.1052	-2383.0000	0.0081
83.0000	7.0861	0.1489	-8349.0000	0.0082
83.0000	7.1330	0.2245	-8935.0000	0.0082
83.0000	7.2150	0.1228	-2460.0000	0.0082
83.0000	7.5615	0.0758	-8322.0000	0.0082
83.0000	7.4526	0.0588	-6104.0000	0.0082
83.0000	7.0791	0.1609	-7566.0000	0.0082
83.0000	7.1820	0.1148	-9526.0000	0.0082
83.0000	7.2925	0.1024	-3417.0000	0.0082
83.0000	7.3947	0.1012	-1696.0000	0.0082
83.0000	6.6488	0.1187	-2383.0000	0.0082
84.0000	7.5979	0.1243	-8349.0000	0.0083
84.0000	7.0108	0.0778	-8935.0000	0.0083
84.0000	7.1505	0.1091	-2460.0000	0.0083
84.0000	7.1726	0.1145	-8322.0000	0.0083
84.0000	6.8477	0.0876	-6104.0000	0.0083
84.0000	7.0875	0.0691	-7566.0000	0.0083
84.0000	6.9170	0.1333	-9526.0000	0.0083
84.0000	7.0657	0.1430	-3417.0000	0.0083
84.0000	7.0715	0.1122	-1696.0000	0.0083
84.0000	6.8532	0.2071	-2383.0000	0.0083
85.0000	6.7545	0.0978	-8349.0000	0.0084
85.0000	7.3338	0.0900	-8935.0000	0.0084
85.0000	6.8607	0.1012	-2460.0000	0.0084
85.0000	7.0907	0.0836	-8322.0000	0.0084
85.0000	7.2119	0.1083	-6104.0000	0.0084
85.0000	6.9381	0.1296	-7566.0000	0.0084
85.0000	7.0008	0.1230	-9526.0000	0.0084
85.0000	7.1957	0.0849	-3417.0000	0.0084
85.0000	6.5608	0.1522	-1696.0000	0.0084
85.0000	7.4505	0.0984	-2383.0000	0.0084
86.0000	7.0210	0.0857	-8349.0000	0.0085
86.0000	6.7426	0.1345	-8935.0000	0.0085
86.0000	6.8497	0.1060	-2460.0000	0.0085
86.0000	7.1905	0.0883	-8322.0000	0.0085
86.0000	7.0602	0.1191	-6104.0000	0.0085
86.0000	7.1894	0.0841	-7566.0000	0.0085
86.0000	7.0649	0.1384	-9526.0000	0.0085
86.0000	7.1646	0.2255	-3417.0000	0.0085
86.0000	6.9535	0.1670	-1696.0000	0.0085
86.0000	7.0357	0.0736	-2383.0000	0.0085
87.0000	7.1583	0.0814	-8349.0000	0.0086
87.0000	7.2339	0.1092	-8935.0000	0.0086
87.0000	6.6851	0.0730	-2460.0000	0.0086
87.0000	7.2663	0.1126	-8322.0000	0.0086
87.0000	6.9104	0.0627	-6104.0000	0.0086
87.0000	6.9284	0.1538	-7566.0000	0.0086
87.0000	7.2260	0.1457	-9526.0000	0.0086
87.0000	6.9913	0.0983	-3417.0000	0.0086
87.0000	6.7862	0.1108	-1696.0000	0.0086
87.0000	7.2020	0.0637	-2383.0000	0.0086
88.0000	7.0868	0.0718	-8349.0000	0.0087
88.0000	7.0687	0.1595	-8935.0000	0.0087
88.0000	7.2387	0.1175	-2460.0000	0.0087
88.0000	6.8782	0.1166	-8322.0000	0.0087
88.0000	7.1681	0.1327	-6104.0000	0.0087
88.0000	7.0012	0.1798	-7566.0000	0.0087
88.0000	7.0941	0.1073	-9526.0000	0.0087
88.0000	7.1370	0.0880	-3417.0000	0.0087
88.0000	6.8202	0.1401	-1696.0000	0.0087
88.0000	7.1149	0.0897	-2383.0000	0.0087
89.0000	7.2080	0.1077	-8349.0000	0.0088
89.0000	6.9174	0.0988	-8935.0000	0.0088
89.0000	7.4073	0.1659	-2460.0000	0.0088
89.0000	6.9772	0.1448	-8322.0000	0.0088
89.0000	7.0953	0.0518	-6104.0000	0.0088
89.0000	7.1676	0.0438	-7566.0000	0.0088
89.0000	7.0644	0.0682	-9526.0000	0.0088
89.0000	6.9701	0.0896	-3417.0000	0.0088
89.0000	6.9530	0.1223	-1696.0000	0.0088
89.0000	7.1517	0.0925	-2383.0000	0.0088
90.0000	7.1948	0.0835	-8349.0000	0.0089
90.0000	7.2352	0.0766	-8935.0000	0.0089
90.0000	6.9379	0.1398	-2460.0000	0.0089
90.0000	6.7773	0.1390	-8322.0000	0.0089
90.0000	7.4094	0.2286	-6104.0000	0.0089
90.0000	7.0134	0.1187	-7566.0000	0.0089
90.0000	7.2391	0.0758	-9526.0000	0.0089
90.0000	7.3995	0.0832	-3417.0000	0.0089
90.0000	6.6621	0.0948	-1696.0000	0.0089
90.0000	7.2115	0.0783	-2383.0000	0.0089
91.0000	7.4222	0.0965	-8349.0000	0.0090
91.0000	7.0010	0.0974	-8935.0000	0.0090
91.0000	7.4277	0.0920	-2460.0000	0.0090
91.0000	6.9985	0.1420	-8322.0000	0.0090
91.0000	6.9942	0.1090	-6104.0000	0.0090
91.0000	7.2951	0.1238	-7566.0000	0.0090
91.0000	6.9904	0.0468	-9526.0000	0.0090
91.0000	6.8024	0.0589	-3417.0000	0.0090
91.0000	7.1915	0.0727	-1696.0000	0.0090
91.0000	7.0107	0.1041	-2383.0000	0.0090
92.0000	7.0013	0.1588	-8349.0000	0.0091
92.0000	6.9528	0.0783	-8935.0000	0.0091
92.0000	6.9058	0.0736	-2460.0000	0.0091
92.0000	7.3307	0.1607	-8322.0000	0.0091
92.0000	6.6945	0.1444	-6104.0000	0.0091
92.0000	6.6477	0.0849	-7566.0000	0.0091
92.0000	6.5811	0.0860	-9526.0000	0.0091
92.0000	7.2335	0.1463	-3417.0000	0.0091
92.0000	7.7750	0.0744	-1696.0000	0.0091
92.0000	7.1683	0.0499	-2383.0000	0.0091
93.0000	6.9826	0.1188	-8349.0000	0.0092
93.0000	7.1610	0.1438	-8935.0000	0.0092
93.0000	7.4438	0.1279	-2460.0000	0.0092
93.0000	6.9558	0.1174	-8322.0000	0.0092
93.0000	7.3562	0.0800	-6104.0000	0.0092
93.0000	6.9333	0.1602	-7566.0000	0.0092
93.0000	6.9119	0.1094	-9526.0000	0.0092
93.0000	7.1722	0.0547	-3417.0000	0.0092
93.0000	6.8562	0.0767	-1696.0000	0.0092
93.0000	7.2156	0.1122	-2383.0000	0.0092
94.0000	6.9484	0.0906	-8349.0000	0.0093
94.0000	6.7949	0.0654	-8935.0000	0.0093
94.0000	7.2441	0.0793	-2460.0000	0.0093
94.0000	7.2527	0.1775	-8322.0000	0.0093
94.0000	6.9248	0.1144	-6104.0000	0.0093
94.0000	7.0739	0.0668	-7566.0000	0.0093
94.0000	7.4561	0.0576	-9526.0000	0.0093
94.0000	7.2166	0.1109	-3417.0000	0.0093
94.0000	7.4763	0.1772	-1696.0000	0.0093
94.0000	7.0542	0.1161	-2383.0000	0.0093
95.0000	6.7630	0.0565	-8349.0000	0.0094
95.0000	7.2275	0.0766	-8935.0000	0.0094
95.0000	6.7570	0.0903	-2460.0000	0.0094
95.0000	6.8291	0.0900	-8322.0000	0.0094
95.0000	7.2853	0.0466	-6104.0000	0.0094
95.0000	7.1814	0.1984	-7566.0000	0.0094
95.0000	7.1891	0.0500	-9526.0000	0.0094
95.0000	7.1896	0.0783	-3417.0000	0.0094
95.0000	7.0924	0.0712	-1696.0000	0.0094
95.0000	7.3251	0.0881	-2383.0000	0.0094
96.0000	6.9668	0.0695	-8349.0000	0.0095
96.0000	7.2737	0.2025	-8935.0000	0.0095
96.0000	7.2584	0.1056	-2460.0000	0.0095
96.0000	7.0489	0.0910	-8322.0000	0.0095
96.0000	7.0328	0.1384	-6104.0000	0.0095
96.0000	7.4983	0.0596	-7566.0000	0.0095
96.0000	7.3317	0.0962	-9526.0000	0.0095
96.0000	7.5691	0.1279	-3417.0000	0.0095
96.0000	6.9604	0.0942	-1696.0000	0.0095
96.0000	6.9060	0.0728	-2383.0000	0.0095
97.0000	7.1426	0.0661	-8349.0000	0.0096
97.0000	6.8970	0.1448	-8935.0000	0.0096
97.0000	7.2953	0.1500	-2460.0000	0.0096
97.0000	7.2585	0.1000	-8322.0000	0.0096
97.0000	7.4071	0.1093	-6104.0000	0.0096
97.0000	7.4719	0.0781	-7566.0000	0.0096
97.0000	7.2489	0.1108	-9526.0000	0.0096
97.0000	7.0563	0.0836	-3417.0000	0.0096
97.0000	7.2004	0.1231	-1696.0000	0.0096
97.0000	7.1987	0.0986	-2383.0000	0.0096
98.0000	7.1070	0.1088	-8349.0000	0.0097
98.0000	7.4120	0.1109	-8935.0000	0.0097
98.0000	7.0301	0.0360	-2460.0000	0.0097
98.0000	7.5509	0.0851	-8322.0000	0.0097
98.0000	7.2721	0.0982	-6104.0000	0.0097
98.0000	6.7388	0.0922	-7566.0000	0.0097
98.0000	6.8938	0.0654	-9526.0000	0.0097
98.0000	7.3224	0.0988	-3417.0000	0.0097
98.0000	7.1612	0.1246	-1696.0000	0.0097
98.0000	7.0780	0.1437	-2383.0000	0.0097
99.0000	7.0409	0.0861	-8349.0000	0.0098
99.0000	7.2193	0.0591	-8935.0000	0.0098
99.0000	7.1030	0.1181	-2460.0000	0.0098
99.0000	6.8749	0.0222	-8322.0000	0.0098
99.0000	7.2616	0.0897	-6104.0000	0.0098
99.0000	7.1734	0.0802	-7566.0000	0.0098
99.0000	6.9552	0.1120	-9526.0000	0.0098
99.0000	6.7207	0.1348	-3417.0000	0.0098
99.0000	7.0505	0.0662	-1696.0000	0.0098
99.0000	7.3998	0.0848	-2383.0000	0.0098
100.0000	7.0595	0.0725	-8349.0000	0.0099
100.0000	6.9559	0.1361	-8935.0000	0.0099
100.0000	7.2421	0.0440	-2460.0000	0.0099
100.0000	7.0348	0.1201	-8322.0000	0.0099
100.0000	7.3288	0.1259	-6104.0000	0.0099
100.0000	6.7106	0.0698	-7566.0000	0.0099
100.0000	6.8875	0.0877	-9526.0000	0.0099
100.0000	6.9242	0.1409	-3417.0000	0.0099
100.0000	7.3128	0.0760	-1696.0000	0.0099
100.0000	6.8230	0.0572	-2383.0000	0.0099
