N pol   	Mean    	Std     	Seed    	FracP   
8.0000	7.2466	0.4009	-8322.0000	0.0008
8.0000	7.2997	0.5717	-6104.0000	0.0008
8.0000	7.0275	0.3407	-7566.0000	0.0008
8.0000	7.7427	0.6171	-9526.0000	0.0008
8.0000	7.3878	0.3966	-3417.0000	0.0008
8.0000	6.7577	0.1573	-1696.0000	0.0008
8.0000	6.2869	0.6164	-2383.0000	0.0008
9.0000	6.3386	0.5345	-8349.0000	0.0009
9.0000	7.1726	0.4207	-8935.0000	0.0009
9.0000	7.1315	0.2575	-2460.0000	0.0009
9.0000	7.0641	0.4341	-8322.0000	0.0009
9.0000	8.2598	0.2748	-6104.0000	0.0009
9.0000	7.6770	0.4143	-7566.0000	0.0009
9.0000	7.8675	0.1596	-9526.0000	0.0009
9.0000	6.9974	0.3918	-3417.0000	0.0009
9.0000	7.7512	0.2517	-1696.0000	0.0009
9.0000	7.1074	0.5078	-2383.0000	0.0009
10.0000	7.2344	0.3276	-8349.0000	0.0010
10.0000	7.1361	0.4281	-8935.0000	0.0010
10.0000	6.7326	0.4952	-2460.0000	0.0010
10.0000	7.1009	0.3930	-8322.0000	0.0010
10.0000	7.9979	0.2871	-6104.0000	0.0010
10.0000	6.8198	0.3607	-7566.0000	0.0010
10.0000	7.4132	0.4709	-9526.0000	0.0010
10.0000	7.7151	0.3520	-3417.0000	0.0010
10.0000	7.4066	0.2451	-1696.0000	0.0010
10.0000	6.1542	0.4056	-2383.0000	0.0010
11.0000	6.3390	0.5327	-8349.0000	0.0011
11.0000	7.1310	0.1814	-8935.0000	0.0011
11.0000	6.6542	0.2158	-2460.0000	0.0011
11.0000	6.4236	0.2784	-8322.0000	0.0011
11.0000	7.7404	0.3430	-6104.0000	0.0011
11.0000	8.7479	0.1826	-7566.0000	0.0011
11.0000	7.7618	0.1520	-9526.0000	0.0011
11.0000	7.6189	0.1466	-3417.0000	0.0011
11.0000	7.6813	0.3301	-1696.0000	0.0011
11.0000	6.5008	0.2301	-2383.0000	0.0011
12.0000	6.9674	0.2036	-8349.0000	0.0012
12.0000	7.1608	0.1914	-8935.0000	0.0012
12.0000	8.2083	0.3052	-2460.0000	0.0012
12.0000	7.4027	0.4763	-8322.0000	0.0012
12.0000	6.9782	0.3325	-6104.0000	0.0012
12.0000	6.8062	0.5466	-7566.0000	0.0012
12.0000	8.4051	0.3806	-9526.0000	0.0012
12.0000	7.9694	0.1668	-3417.0000	0.0012
12.0000	7.0894	0.3860	-1696.0000	0.0012
12.0000	6.5923	0.1668	-2383.0000	0.0012
13.0000	7.5239	0.2458	-8349.0000	0.0013
13.0000	6.9517	0.1713	-8935.0000	0.0013
13.0000	7.4656	0.3070	-2460.0000	0.0013
13.0000	7.4403	0.1705	-8322.0000	0.0013
13.0000	7.0470	0.3550	-6104.0000	0.0013
13.0000	7.1481	0.1746	-7566.0000	0.0013
13.0000	7.1541	0.3665	-9526.0000	0.0013
13.0000	6.9781	0.2803	-3417.0000	0.0013
13.0000	7.7538	0.1156	-1696.0000	0.0013
13.0000	7.4884	0.1452	-2383.0000	0.0013
14.0000	7.4062	0.1747	-8349.0000	0.0014
14.0000	8.0431	0.3568	-8935.0000	0.0014
14.0000	6.9077	0.2635	-2460.0000	0.0014
14.0000	7.4589	0.2524	-8322.0000	0.0014
14.0000	7.1770	0.2421	-6104.0000	0.0014
14.0000	6.2659	0.3864	-7566.0000	0.0014
14.0000	6.9694	0.2310	-9526.0000	0.0014
14.0000	6.9764	0.2289	-3417.0000	0.0014
14.0000	7.9464	0.2643	-1696.0000	0.0014
14.0000	6.3594	0.1923	-2383.0000	0.0014
15.0000	7.3697	0.3251	-8349.0000	0.0015
15.0000	7.0107	0.4931	-8935.0000	0.0015
15.0000	8.0576	0.3012	-2460.0000	0.0015
15.0000	7.5440	0.2657	-8322.0000	0.0015
15.0000	6.9477	0.3159	-6104.0000	0.0015
15.0000	7.1771	0.2103	-7566.0000	0.0015
15.0000	6.9415	0.2814	-9526.0000	0.0015
15.0000	6.8062	0.1188	-3417.0000	0.0015
15.0000	7.3227	0.4076	-1696.0000	0.0015
15.0000	7.0750	0.3132	-2383.0000	0.0015
16.0000	7.5178	0.5203	-8349.0000	0.0016
16.0000	6.9502	0.1443	-8935.0000	0.0016
16.0000	6.7857	0.3613	-2460.0000	0.0016
16.0000	7.2399	0.4450	-8322.0000	0.0016
16.0000	6.1914	0.3254	-6104.0000	0.0016
16.0000	7.9335	0.1347	-7566.0000	0.0016
16.0000	6.5387	0.4552	-9526.0000	0.0016
16.0000	7.4279	0.1491	-3417.0000	0.0016
16.0000	7.3118	0.2517	-1696.0000	0.0016
16.0000	6.3086	0.1273	-2383.0000	0.0016
17.0000	7.7660	0.3351	-8349.0000	0.0017
17.0000	7.2829	0.1868	-8935.0000	0.0017
17.0000	6.9199	0.2557	-2460.0000	0.0017
17.0000	7.6145	0.2307	-8322.0000	0.0017
17.0000	7.5706	0.2400	-6104.0000	0.0017
17.0000	7.1403	0.2055	-7566.0000	0.0017
17.0000	7.3810	0.2514	-9526.0000	0.0017
17.0000	7.6199	0.2884	-3417.0000	0.0017
17.0000	6.5932	0.3809	-1696.0000	0.0017
17.0000	6.9061	0.3479	-2383.0000	0.0017
18.0000	7.2489	0.3342	-8349.0000	0.0018
18.0000	7.1491	0.2692	-8935.0000	0.0018
18.0000	6.7097	0.2920	-2460.0000	0.0018
18.0000	6.5953	0.2961	-8322.0000	0.0018
18.0000	6.5951	0.1976	-6104.0000	0.0018
18.0000	6.6780	0.2831	-7566.0000	0.0018
18.0000	8.0961	0.2572	-9526.0000	0.0018
18.0000	6.3799	0.2046	-3417.0000	0.0018
18.0000	6.8894	0.3092	-1696.0000	0.0018
18.0000	7.3511	0.2056	-2383.0000	0.0018
19.0000	7.4052	0.2857	-8349.0000	0.0019
19.0000	7.1544	0.2169	-8935.0000	0.0019
19.0000	7.6608	0.1417	-2460.0000	0.0019
19.0000	6.8541	0.3029	-8322.0000	0.0019
19.0000	6.6438	0.1522	-6104.0000	0.0019
19.0000	7.7652	0.3090	-7566.0000	0.0019
19.0000	6.9064	0.3383	-9526.0000	0.0019
19.0000	7.7134	0.1880	-3417.0000	0.0019
19.0000	6.1785	0.1199	-1696.0000	0.0019
19.0000	6.6756	0.2465	-2383.0000	0.0019
20.0000	6.9615	0.3177	-8349.0000	0.0020
20.0000	7.6477	0.2201	-8935.0000	0.0020
20.0000	7.0778	0.2899	-2460.0000	0.0020
20.0000	6.4642	0.1695	-8322.0000	0.0020
20.0000	7.1887	0.2068	-6104.0000	0.0020
20.0000	6.9576	0.1272	-7566.0000	0.0020
20.0000	7.7769	0.1490	-9526.0000	0.0020
20.0000	7.0799	0.1851	-3417.0000	0.0020
20.0000	6.6004	0.1456	-1696.0000	0.0020
20.0000	6.8091	0.3467	-2383.0000	0.0020
21.0000	6.9304	0.3138	-8349.0000	0.0021
21.0000	6.6997	0.2223	-8935.0000	0.0021
21.0000	6.3957	0.4093	-2460.0000	0.0021
21.0000	7.0111	0.2546	-8322.0000	0.0021
21.0000	6.9281	0.1613	-6104.0000	0.0021
21.0000	7.7098	0.2098	-7566.0000	0.0021
21.0000	7.8102	0.1024	-9526.0000	0.0021
21.0000	6.9066	0.2005	-3417.0000	0.0021
21.0000	7.3020	0.3947	-1696.0000	0.0021
21.0000	7.3997	0.2024	-2383.0000	0.0021
22.0000	7.0872	0.2532	-8349.0000	0.0022
22.0000	7.1202	0.0683	-8935.0000	0.0022
22.0000	7.0275	0.2795	-2460.0000	0.0022
22.0000	7.4703	0.1325	-8322.0000	0.0022
22.0000	6.5960	0.2091	-6104.0000	0.0022
22.0000	6.7407	0.1987	-7566.0000	0.0022
22.0000	7.1862	0.1648	-9526.0000	0.0022
22.0000	7.3581	0.2679	-3417.0000	0.0022
22.0000	6.7165	0.2829	-1696.0000	0.0022
22.0000	7.1473	0.1552	-2383.0000	0.0022
23.0000	7.3516	0.1833	-8349.0000	0.0023
23.0000	7.4686	0.3135	-8935.0000	0.0023
23.0000	7.4247	0.2050	-2460.0000	0.0023
23.0000	7.3778	0.1790	-8322.0000	0.0023
23.0000	7.7165	0.1852	-6104.0000	0.0023
23.0000	7.2014	0.2137	-7566.0000	0.0023
23.0000	7.1476	0.2495	-9526.0000	0.0023
23.0000	7.2816	0.2233	-3417.0000	0.0023
23.0000	7.6846	0.1150	-1696.0000	0.0023
23.0000	7.7050	0.2428	-2383.0000	0.0023
24.0000	7.8261	0.2255	-8349.0000	0.0024
24.0000	6.7623	0.2748	-8935.0000	0.0024
24.0000	6.7562	0.2092	-2460.0000	0.0024
24.0000	6.6755	0.3686	-8322.0000	0.0024
24.0000	6.6627	0.1119	-6104.0000	0.0024
24.0000	7.4888	0.1463	-7566.0000	0.0024
24.0000	7.7754	0.2631	-9526.0000	0.0024
24.0000	6.7020	0.2670	-3417.0000	0.0024
24.0000	7.2701	0.2742	-1696.0000	0.0024
24.0000	7.2100	0.1797	-2383.0000	0.0024
25.0000	6.7904	0.1626	-8349.0000	0.0025
25.0000	7.0743	0.4174	-8935.0000	0.0025
25.0000	7.7334	0.1886	-2460.0000	0.0025
25.0000	7.5503	0.2327	-8322.0000	0.0025
25.0000	6.8013	0.1554	-6104.0000	0.0025
25.0000	7.5693	0.1314	-7566.0000	0.0025
25.0000	7.3224	0.2300	-9526.0000	0.0025
25.0000	7.2719	0.2666	-3417.0000	0.0025
25.0000	7.2694	0.1963	-1696.0000	0.0025
25.0000	6.9545	0.1999	-2383.0000	0.0025
26.0000	7.0792	0.1909	-8349.0000	0.0026
26.0000	7.3208	0.1358	-8935.0000	0.0026
26.0000	6.9692	0.1565	-2460.0000	0.0026
26.0000	6.7062	0.1229	-8322.0000	0.0026
26.0000	7.1914	0.1367	-6104.0000	0.0026
26.0000	7.5179	0.2275	-7566.0000	0.0026
26.0000	7.7614	0.1740	-9526.0000	0.0026
26.0000	6.7595	0.1829	-3417.0000	0.0026
26.0000	7.1963	0.1421	-1696.0000	0.0026
26.0000	7.0975	0.2414	-2383.0000	0.0026
27.0000	6.9634	0.1343	-8349.0000	0.0027
27.0000	7.0154	0.2777	-8935.0000	0.0027
27.0000	7.8635	0.5010	-2460.0000	0.0027
27.0000	7.7131	0.2787	-8322.0000	0.0027
27.0000	7.1761	0.2158	-6104.0000	0.0027
27.0000	7.2092	0.1238	-7566.0000	0.0027
27.0000	6.4878	0.2531	-9526.0000	0.0027
27.0000	6.8490	0.1569	-3417.0000	0.0027
27.0000	6.9685	0.1750	-1696.0000	0.0027
27.0000	7.0438	0.1594	-2383.0000	0.0027
28.0000	7.0589	0.1988	-8349.0000	0.0028
28.0000	7.5048	0.2254	-8935.0000	0.0028
28.0000	6.9507	0.4348	-2460.0000	0.0028
28.0000	7.1337	0.1329	-8322.0000	0.0028
28.0000	7.0688	0.1298	-6104.0000	0.0028
28.0000	7.6463	0.1358	-7566.0000	0.0028
28.0000	7.5106	0.1617	-9526.0000	0.0028
28.0000	6.7086	0.1900	-3417.0000	0.0028
28.0000	7.1985	0.1595	-1696.0000	0.0028
28.0000	7.5206	0.2439	-2383.0000	0.0028
29.0000	7.5732	0.2707	-8349.0000	0.0029
29.0000	7.5204	0.1473	-8935.0000	0.0029
29.0000	6.8870	0.1411	-2460.0000	0.0029
29.0000	7.2809	0.1644	-8322.0000	0.0029
29.0000	7.4395	0.2516	-6104.0000	0.0029
29.0000	7.4210	0.1474	-7566.0000	0.0029
29.0000	7.1731	0.1450	-9526.0000	0.0029
29.0000	7.1177	0.1734	-3417.0000	0.0029
29.0000	7.5832	0.1204	-1696.0000	0.0029
29.0000	7.2910	0.3141	-2383.0000	0.0029
30.0000	6.6365	0.1334	-8349.0000	0.0030
30.0000	7.3213	0.1492	-8935.0000	0.0030
30.0000	7.5065	0.2113	-2460.0000	0.0030
30.0000	7.3400	0.2649	-8322.0000	0.0030
30.0000	6.4890	0.1062	-6104.0000	0.0030
30.0000	6.9065	0.1788	-7566.0000	0.0030
30.0000	6.8915	0.2671	-9526.0000	0.0030
30.0000	7.2321	0.1919	-3417.0000	0.0030
30.0000	6.7321	0.1300	-1696.0000	0.0030
30.0000	7.0604	0.1633	-2383.0000	0.0030
31.0000	7.1234	0.3350	-8349.0000	0.0031
31.0000	6.5463	0.1269	-8935.0000	0.0031
31.0000	6.9598	0.2547	-2460.0000	0.0031
31.0000	6.7473	0.1106	-8322.0000	0.0031
31.0000	7.4890	0.0888	-6104.0000	0.0031
31.0000	7.0997	0.1567	-7566.0000	0.0031
31.0000	7.1593	0.1957	-9526.0000	0.0031
31.0000	7.3240	0.4274	-3417.0000	0.0031
31.0000	7.2166	0.1836	-1696.0000	0.0031
31.0000	7.2411	0.1310	-2383.0000	0.0031
32.0000	7.3658	0.1818	-8349.0000	0.0032
32.0000	7.0081	0.3226	-8935.0000	0.0032
32.0000	7.0284	0.2089	-2460.0000	0.0032
32.0000	7.1386	0.2019	-8322.0000	0.0032
32.0000	7.2105	0.1352	-6104.0000	0.0032
32.0000	7.3207	0.2465	-7566.0000	0.0032
32.0000	6.9865	0.1413	-9526.0000	0.0032
32.0000	6.8210	0.1094	-3417.0000	0.0032
32.0000	7.7007	0.1334	-1696.0000	0.0032
32.0000	7.0243	0.1293	-2383.0000	0.0032
33.0000	6.7735	0.0894	-8349.0000	0.0033
33.0000	6.7440	0.1700	-8935.0000	0.0033
33.0000	7.6935	0.2094	-2460.0000	0.0033
33.0000	7.6751	0.1343	-8322.0000	0.0033
33.0000	7.2172	0.2024	-6104.0000	0.0033
33.0000	7.0274	0.1128	-7566.0000	0.0033
33.0000	6.8319	0.1732	-9526.0000	0.0033
33.0000	7.1842	0.2890	-3417.0000	0.0033
33.0000	7.4788	0.2166	-1696.0000	0.0033
33.0000	7.2387	0.1102	-2383.0000	0.0033
34.0000	6.8661	0.2254	-8349.0000	0.0034
34.0000	7.2230	0.1564	-8935.0000	0.0034
34.0000	7.3140	0.1150	-2460.0000	0.0034
34.0000	7.1488	0.2221	-8322.0000	0.0034
34.0000	7.1186	0.1238	-6104.0000	0.0034
34.0000	6.8753	0.1503	-7566.0000	0.0034
34.0000	7.7214	0.2927	-9526.0000	0.0034
34.0000	6.8861	0.2095	-3417.0000	0.0034
34.0000	7.5151	0.1185	-1696.0000	0.0034
34.0000	7.5339	0.2053	-2383.0000	0.0034
35.0000	7.4944	0.1342	-8349.0000	0.0035
35.0000	7.1638	0.2649	-8935.0000	0.0035
35.0000	6.5697	0.1244	-2460.0000	0.0035
35.0000	6.9547	0.3269	-8322.0000	0.0035
35.0000	6.8146	0.1701	-6104.0000	0.0035
35.0000	7.1798	0.1813	-7566.0000	0.0035
35.0000	7.3245	0.1750	-9526.0000	0.0035
35.0000	7.1692	0.1444	-3417.0000	0.0035
35.0000	6.9585	0.1120	-1696.0000	0.0035
35.0000	7.4544	0.1215	-2383.0000	0.0035
36.0000	6.9385	0.2067	-8349.0000	0.0036
36.0000	7.4464	0.2011	-8935.0000	0.0036
36.0000	7.3898	0.1130	-2460.0000	0.0036
36.0000	7.0542	0.2274	-8322.0000	0.0036
36.0000	7.2745	0.1082	-6104.0000	0.0036
36.0000	7.0498	0.3709	-7566.0000	0.0036
36.0000	7.4732	0.1892	-9526.0000	0.0036
36.0000	6.9396	0.1150	-3417.0000	0.0036
36.0000	7.5097	0.2773	-1696.0000	0.0036
36.0000	7.0554	0.1124	-2383.0000	0.0036
37.0000	7.9792	0.1730	-8349.0000	0.0037
37.0000	7.0188	0.1801	-8935.0000	0.0037
37.0000	7.1470	0.0984	-2460.0000	0.0037
37.0000	6.8803	0.0952	-8322.0000	0.0037
37.0000	6.6930	0.1479	-6104.0000	0.0037
37.0000	7.7150	0.1198	-7566.0000	0.0037
37.0000	7.1501	0.2081	-9526.0000	0.0037
37.0000	6.9257	0.2597	-3417.0000	0.0037
37.0000	7.0935	0.1259	-1696.0000	0.0037
37.0000	6.7999	0.1739	-2383.0000	0.0037
38.0000	7.3906	0.0794	-8349.0000	0.0038
38.0000	7.0520	0.1615	-8935.0000	0.0038
38.0000	7.0020	0.1279	-2460.0000	0.0038
38.0000	6.9255	0.2353	-8322.0000	0.0038
38.0000	8.0362	0.1409	-6104.0000	0.0038
38.0000	6.9524	0.1302	-7566.0000	0.0038
38.0000	7.0623	0.1590	-9526.0000	0.0038
38.0000	6.7791	0.0844	-3417.0000	0.0038
38.0000	7.7943	0.1696	-1696.0000	0.0038
38.0000	7.5510	0.2399	-2383.0000	0.0038
39.0000	7.1658	0.1279	-8349.0000	0.0039
39.0000	6.8209	0.1050	-8935.0000	0.0039
39.0000	7.4072	0.0994	-2460.0000	0.0039
39.0000	6.4684	0.2553	-8322.0000	0.0039
39.0000	7.2651	0.2026	-6104.0000	0.0039
39.0000	6.9147	0.1960	-7566.0000	0.0039
39.0000	7.2466	0.1625	-9526.0000	0.0039
39.0000	7.2511	0.1157	-3417.0000	0.0039
39.0000	7.2569	0.1612	-1696.0000	0.0039
39.0000	6.8442	0.1272	-2383.0000	0.0039
40.0000	7.4938	0.1251	-8349.0000	0.0040
40.0000	6.7728	0.1924	-8935.0000	0.0040
40.0000	7.7248	0.2611	-2460.0000	0.0040
40.0000	7.1488	0.2128	-8322.0000	0.0040
40.0000	7.3922	0.2428	-6104.0000	0.0040
40.0000	7.2625	0.1050	-7566.0000	0.0040
40.0000	7.6283	0.1876	-9526.0000	0.0040
40.0000	6.8815	0.2414	-3417.0000	0.0040
40.0000	7.1807	0.1133	-1696.0000	0.0040
40.0000	6.6255	0.1427	-2383.0000	0.0040
41.0000	7.4938	0.1251	-8349.0000	0.0040
41.0000	6.7728	0.1924	-8935.0000	0.0040
41.0000	7.7248	0.2611	-2460.0000	0.0040
41.0000	7.1488	0.2128	-8322.0000	0.0040
41.0000	7.3922	0.2428	-6104.0000	0.0040
41.0000	7.2625	0.1050	-7566.0000	0.0040
41.0000	7.6283	0.1876	-9526.0000	0.0040
41.0000	6.8815	0.2414	-3417.0000	0.0040
41.0000	7.1807	0.1133	-1696.0000	0.0040
41.0000	6.6255	0.1427	-2383.0000	0.0040
42.0000	7.0750	0.1027	-8349.0000	0.0041
42.0000	7.3411	0.1401	-8935.0000	0.0041
42.0000	7.1402	0.1618	-2460.0000	0.0041
42.0000	7.7202	0.3325	-8322.0000	0.0041
42.0000	7.2878	0.0821	-6104.0000	0.0041
42.0000	6.7047	0.1666	-7566.0000	0.0041
42.0000	7.3333	0.0951	-9526.0000	0.0041
42.0000	7.4548	0.0975	-3417.0000	0.0041
42.0000	7.3122	0.1108	-1696.0000	0.0041
42.0000	7.5410	0.1246	-2383.0000	0.0041
43.0000	7.4404	0.2052	-8349.0000	0.0042
43.0000	7.1058	0.1355	-8935.0000	0.0042
43.0000	7.5661	0.1218	-2460.0000	0.0042
43.0000	7.5906	0.1447	-8322.0000	0.0042
43.0000	6.9919	0.1172	-6104.0000	0.0042
43.0000	6.9150	0.1919	-7566.0000	0.0042
43.0000	7.0589	0.0882	-9526.0000	0.0042
43.0000	7.2971	0.2638	-3417.0000	0.0042
43.0000	7.0494	0.1592	-1696.0000	0.0042
43.0000	6.6513	0.2418	-2383.0000	0.0042
44.0000	7.0765	0.1367	-8349.0000	0.0043
44.0000	7.5374	0.1631	-8935.0000	0.0043
44.0000	7.1280	0.0954	-2460.0000	0.0043
44.0000	7.2099	0.1820	-8322.0000	0.0043
44.0000	7.5224	0.2054	-6104.0000	0.0043
44.0000	7.0298	0.1107	-7566.0000	0.0043
44.0000	7.3207	0.1932	-9526.0000	0.0043
44.0000	6.7538	0.1169	-3417.0000	0.0043
44.0000	7.4886	0.0688	-1696.0000	0.0043
44.0000	7.2302	0.1393	-2383.0000	0.0043
45.0000	7.0699	0.1174	-8349.0000	0.0044
45.0000	7.0744	0.1042	-8935.0000	0.0044
45.0000	7.0379	0.1583	-2460.0000	0.0044
45.0000	7.6059	0.1342	-8322.0000	0.0044
45.0000	7.2373	0.1103	-6104.0000	0.0044
45.0000	6.6538	0.1375	-7566.0000	0.0044
45.0000	7.5126	0.2468	-9526.0000	0.0044
45.0000	7.5038	0.1032	-3417.0000	0.0044
45.0000	7.3433	0.1046	-1696.0000	0.0044
45.0000	6.9690	0.0901	-2383.0000	0.0044
46.0000	6.9237	0.1510	-8349.0000	0.0045
46.0000	7.0513	0.1685	-8935.0000	0.0045
46.0000	6.6954	0.1189	-2460.0000	0.0045
46.0000	6.8714	0.1482	-8322.0000	0.0045
46.0000	7.5462	0.1189	-6104.0000	0.0045
46.0000	6.9059	0.1170	-7566.0000	0.0045
46.0000	7.5339	0.1420	-9526.0000	0.0045
46.0000	7.3953	0.1122	-3417.0000	0.0045
46.0000	7.2243	0.2425	-1696.0000	0.0045
46.0000	7.3535	0.1212	-2383.0000	0.0045
47.0000	6.9948	0.1921	-8349.0000	0.0046
47.0000	6.9098	0.1365	-8935.0000	0.0046
47.0000	7.9752	0.1686	-2460.0000	0.0046
47.0000	7.1066	0.0875	-8322.0000	0.0046
47.0000	7.3614	0.1475	-6104.0000	0.0046
47.0000	7.2359	0.1618	-7566.0000	0.0046
47.0000	7.2685	0.1472	-9526.0000	0.0046
47.0000	7.1210	0.1132	-3417.0000	0.0046
47.0000	7.2783	0.2126	-1696.0000	0.0046
47.0000	7.2245	0.1291	-2383.0000	0.0046
48.0000	7.1178	0.1744	-8349.0000	0.0047
48.0000	7.3144	0.1374	-8935.0000	0.0047
48.0000	7.4715	0.1131	-2460.0000	0.0047
48.0000	7.0069	0.2320	-8322.0000	0.0047
48.0000	7.1879	0.1753	-6104.0000	0.0047
48.0000	7.2548	0.1263	-7566.0000	0.0047
48.0000	7.1297	0.0375	-9526.0000	0.0047
48.0000	7.4262	0.1352	-3417.0000	0.0047
48.0000	7.2132	0.0705	-1696.0000	0.0047
48.0000	6.9716	0.1165	-2383.0000	0.0047
49.0000	7.5060	0.0659	-8349.0000	0.0048
49.0000	7.4580	0.1187	-8935.0000	0.0048
49.0000	7.2905	0.1930	-2460.0000	0.0048
49.0000	7.2696	0.1252	-8322.0000	0.0048
49.0000	7.2538	0.1116	-6104.0000	0.0048
49.0000	6.9889	0.3208	-7566.0000	0.0048
49.0000	7.2053	0.1178	-9526.0000	0.0048
49.0000	7.4569	0.2140	-3417.0000	0.0048
49.0000	7.2897	0.1726	-1696.0000	0.0048
49.0000	6.8353	0.1173	-2383.0000	0.0048
50.0000	7.2067	0.1823	-8349.0000	0.0049
50.0000	7.1866	0.1468	-8935.0000	0.0049
50.0000	6.7950	0.1605	-2460.0000	0.0049
50.0000	7.0937	0.0878	-8322.0000	0.0049
50.0000	7.4816	0.1516	-6104.0000	0.0049
50.0000	7.2704	0.1425	-7566.0000	0.0049
50.0000	7.0461	0.1287	-9526.0000	0.0049
50.0000	7.3482	0.1581	-3417.0000	0.0049
50.0000	6.8790	0.0419	-1696.0000	0.0049
50.0000	6.8724	0.1525	-2383.0000	0.0049
51.0000	7.1078	0.1412	-8349.0000	0.0050
51.0000	7.2063	0.1124	-8935.0000	0.0050
51.0000	7.3159	0.1331	-2460.0000	0.0050
51.0000	6.9303	0.1487	-8322.0000	0.0050
51.0000	7.4459	0.0670	-6104.0000	0.0050
51.0000	6.9947	0.1294	-7566.0000	0.0050
51.0000	6.8452	0.1846	-9526.0000	0.0050
51.0000	7.5119	0.1491	-3417.0000	0.0050
51.0000	7.1166	0.1354	-1696.0000	0.0050
51.0000	7.2979	0.1127	-2383.0000	0.0050
52.0000	7.3761	0.0915	-8349.0000	0.0051
52.0000	7.3814	0.0945	-8935.0000	0.0051
52.0000	7.1767	0.1511	-2460.0000	0.0051
52.0000	6.6437	0.1279	-8322.0000	0.0051
52.0000	7.2489	0.0961	-6104.0000	0.0051
52.0000	7.2073	0.0777	-7566.0000	0.0051
