N pol   	Mean    	Std     	Seed    	FracP   
3.0000	2.8831	0.2762	-9526.0000	0.0003
3.0000	3.5101	0.4962	-3417.0000	0.0003
3.0000	3.8715	0.4614	-1696.0000	0.0003
3.0000	4.4654	0.3900	-2383.0000	0.0003
3.0000	3.6376	0.5562	-1083.0000	0.0003
3.0000	3.6146	0.7152	-2845.0000	0.0003
3.0000	3.5958	0.6558	-7145.0000	0.0003
3.0000	4.1078	0.5120	-7949.0000	0.0003
3.0000	3.5734	0.6968	-5012.0000	0.0003
3.0000	3.6277	0.3730	-3332.0000	0.0003
3.0000	3.2907	0.5503	-1694.0000	0.0003
3.0000	3.7042	0.6811	-3838.0000	0.0003
3.0000	4.1967	0.4774	-9090.0000	0.0003
3.0000	4.0720	0.4593	-9668.0000	0.0003
3.0000	3.7004	0.7866	-8075.0000	0.0003
3.0000	3.6574	0.4975	-3525.0000	0.0003
3.0000	4.3378	0.3583	-3168.0000	0.0003
3.0000	3.2919	0.2861	-7996.0000	0.0003
3.0000	3.6612	0.2911	-6218.0000	0.0003
3.0000	4.1756	0.3163	-8378.0000	0.0003
3.0000	3.8377	0.1863	-2997.0000	0.0003
3.0000	3.6698	0.3829	-5572.0000	0.0003
3.0000	3.9544	0.2582	-1419.0000	0.0003
3.0000	2.3923	0.4558	-4663.0000	0.0003
3.0000	4.3698	0.2205	-7561.0000	0.0003
3.0000	3.1013	0.5003	-6429.0000	0.0003
3.0000	3.9682	0.3510	-9764.0000	0.0003
3.0000	3.5510	0.5679	-7068.0000	0.0003
3.0000	3.9601	0.6343	-9391.0000	0.0003
3.0000	4.6921	0.2000	-4770.0000	0.0003
3.0000	3.2907	0.5503	-1694.0000	0.0003
3.0000	3.4880	0.5560	-5683.0000	0.0003
3.0000	3.6102	0.4341	-3906.0000	0.0003
3.0000	3.4854	0.3973	-8502.0000	0.0003
3.0000	3.9587	0.5064	-5695.0000	0.0003
3.0000	4.6796	0.3236	-7929.0000	0.0003
3.0000	3.7361	0.4366	-4798.0000	0.0003
3.0000	4.0667	0.3902	-9818.0000	0.0003
3.0000	3.8374	0.2020	-7579.0000	0.0003
3.0000	2.6392	0.6487	-1465.0000	0.0003
3.0000	3.7789	0.6091	-2944.0000	0.0003
3.0000	3.1686	0.1488	-2102.0000	0.0003
3.0000	3.2912	0.3288	-5319.0000	0.0003
3.0000	3.0519	0.3739	-6397.0000	0.0003
4.0000	3.6141	0.3513	-8349.0000	0.0004
4.0000	3.7462	0.3252	-8935.0000	0.0004
4.0000	4.1504	0.3951	-2460.0000	0.0004
4.0000	4.2848	0.1297	-8322.0000	0.0004
4.0000	4.5091	0.2606	-6104.0000	0.0004
4.0000	3.5371	0.4007	-7566.0000	0.0004
4.0000	3.5825	0.7542	-9526.0000	0.0004
4.0000	3.5913	0.5491	-3417.0000	0.0004
4.0000	3.5848	0.3384	-1696.0000	0.0004
4.0000	3.6706	0.4805	-2383.0000	0.0004
4.0000	4.0599	0.0859	-1083.0000	0.0004
4.0000	3.5385	0.2185	-2845.0000	0.0004
4.0000	3.8506	0.2957	-7145.0000	0.0004
4.0000	3.6893	0.1646	-7949.0000	0.0004
4.0000	3.8126	0.2256	-5012.0000	0.0004
4.0000	3.6803	0.3351	-3332.0000	0.0004
4.0000	2.9029	0.3207	-1694.0000	0.0004
4.0000	3.3167	0.4747	-3838.0000	0.0004
4.0000	3.5473	0.4046	-9090.0000	0.0004
4.0000	3.8933	0.2614	-9668.0000	0.0004
4.0000	3.1880	0.2411	-8075.0000	0.0004
4.0000	3.7160	0.4945	-3525.0000	0.0004
4.0000	4.0964	0.2855	-3168.0000	0.0004
4.0000	4.0964	0.5247	-7996.0000	0.0004
4.0000	3.7323	0.6461	-6218.0000	0.0004
4.0000	3.6938	0.5061	-8378.0000	0.0004
4.0000	3.7027	0.2237	-2997.0000	0.0004
4.0000	4.1289	0.5455	-5572.0000	0.0004
4.0000	3.7170	0.3805	-1419.0000	0.0004
4.0000	3.8156	0.2014	-4663.0000	0.0004
4.0000	4.3024	0.5062	-7561.0000	0.0004
4.0000	4.1815	0.5990	-6429.0000	0.0004
4.0000	3.5579	0.4099	-9764.0000	0.0004
4.0000	4.1402	0.4187	-7068.0000	0.0004
4.0000	4.1244	0.1421	-9391.0000	0.0004
4.0000	4.0915	0.4489	-4770.0000	0.0004
4.0000	2.9029	0.3207	-1694.0000	0.0004
4.0000	3.3627	0.2657	-5683.0000	0.0004
4.0000	3.5693	0.2931	-3906.0000	0.0004
4.0000	3.4693	0.2652	-8502.0000	0.0004
4.0000	3.9331	0.4478	-5695.0000	0.0004
4.0000	3.7415	0.4285	-7929.0000	0.0004
4.0000	3.9687	0.2547	-4798.0000	0.0004
4.0000	4.0799	0.6125	-9818.0000	0.0004
4.0000	4.0349	0.2545	-7579.0000	0.0004
4.0000	3.4707	0.4563	-1465.0000	0.0004
4.0000	3.8520	0.2130	-2944.0000	0.0004
4.0000	3.3010	0.4272	-2102.0000	0.0004
4.0000	3.4912	0.9000	-5319.0000	0.0004
4.0000	2.9922	0.2793	-6397.0000	0.0004
5.0000	4.3491	0.4582	-8349.0000	0.0005
5.0000	4.1607	0.2788	-8935.0000	0.0005
5.0000	3.0927	0.3565	-2460.0000	0.0005
5.0000	3.8897	0.2732	-8322.0000	0.0005
5.0000	3.4786	0.2870	-6104.0000	0.0005
5.0000	3.8373	0.4481	-7566.0000	0.0005
5.0000	3.8322	0.4894	-9526.0000	0.0005
5.0000	3.5656	0.4723	-3417.0000	0.0005
5.0000	3.5849	0.3359	-1696.0000	0.0005
5.0000	3.6849	0.2458	-2383.0000	0.0005
5.0000	3.4076	0.3569	-1083.0000	0.0005
5.0000	3.6072	0.3069	-2845.0000	0.0005
5.0000	3.8236	0.2888	-7145.0000	0.0005
5.0000	3.7894	0.5059	-7949.0000	0.0005
5.0000	3.4876	0.2721	-5012.0000	0.0005
5.0000	3.8949	0.4865	-3332.0000	0.0005
5.0000	4.2132	0.3776	-1694.0000	0.0005
5.0000	3.6682	0.4793	-3838.0000	0.0005
5.0000	3.4853	0.6752	-9090.0000	0.0005
5.0000	3.4878	0.3098	-9668.0000	0.0005
5.0000	4.2072	0.1287	-8075.0000	0.0005
5.0000	3.5138	0.1928	-3525.0000	0.0005
5.0000	3.4522	0.2738	-3168.0000	0.0005
5.0000	3.6062	0.5300	-7996.0000	0.0005
5.0000	3.9778	0.3614	-6218.0000	0.0005
5.0000	3.5399	0.1676	-8378.0000	0.0005
5.0000	3.8214	0.1821	-2997.0000	0.0005
5.0000	3.9228	0.2872	-5572.0000	0.0005
5.0000	3.6450	0.4088	-1419.0000	0.0005
5.0000	3.4036	0.3735	-4663.0000	0.0005
5.0000	3.7979	0.4044	-7561.0000	0.0005
5.0000	4.1832	0.3834	-6429.0000	0.0005
5.0000	3.7425	0.3735	-9764.0000	0.0005
5.0000	3.9337	0.3152	-7068.0000	0.0005
5.0000	4.1532	0.1718	-9391.0000	0.0005
5.0000	3.4844	0.3559	-4770.0000	0.0005
5.0000	4.2132	0.3776	-1694.0000	0.0005
5.0000	4.1715	0.5800	-5683.0000	0.0005
5.0000	3.6072	0.4009	-3906.0000	0.0005
5.0000	4.2394	0.1539	-8502.0000	0.0005
5.0000	4.1083	0.3757	-5695.0000	0.0005
5.0000	3.5252	0.4254	-7929.0000	0.0005
5.0000	4.1531	0.3601	-4798.0000	0.0005
5.0000	3.6141	0.2566	-9818.0000	0.0005
5.0000	3.3098	0.2252	-7579.0000	0.0005
5.0000	3.2515	0.2590	-1465.0000	0.0005
5.0000	3.8181	0.3652	-2944.0000	0.0005
5.0000	3.8819	0.2688	-2102.0000	0.0005
5.0000	3.3394	0.3876	-5319.0000	0.0005
5.0000	3.3595	0.2281	-6397.0000	0.0005
6.0000	3.7699	0.2239	-8349.0000	0.0006
6.0000	3.7952	0.4147	-8935.0000	0.0006
6.0000	3.5954	0.5371	-2460.0000	0.0006
6.0000	3.6891	0.3370	-8322.0000	0.0006
6.0000	3.8443	0.3467	-6104.0000	0.0006
6.0000	3.3563	0.2417	-7566.0000	0.0006
6.0000	3.8108	0.4702	-9526.0000	0.0006
6.0000	3.5888	0.3282	-3417.0000	0.0006
6.0000	4.0166	0.4762	-1696.0000	0.0006
6.0000	3.8580	0.5076	-2383.0000	0.0006
6.0000	4.0365	0.5802	-1083.0000	0.0006
6.0000	3.6389	0.5211	-2845.0000	0.0006
6.0000	3.3758	0.2157	-7145.0000	0.0006
6.0000	4.2052	0.4499	-7949.0000	0.0006
6.0000	3.2688	0.3786	-5012.0000	0.0006
6.0000	3.6845	0.3263	-3332.0000	0.0006
6.0000	3.4380	0.1456	-1694.0000	0.0006
6.0000	3.3823	0.4926	-3838.0000	0.0006
6.0000	3.9822	0.1928	-9090.0000	0.0006
6.0000	2.8775	0.2420	-9668.0000	0.0006
6.0000	3.3242	0.1787	-8075.0000	0.0006
6.0000	3.4842	0.3909	-3525.0000	0.0006
6.0000	4.0730	0.3953	-3168.0000	0.0006
6.0000	3.8474	0.2196	-7996.0000	0.0006
6.0000	3.6839	0.3533	-6218.0000	0.0006
6.0000	3.5825	0.3821	-8378.0000	0.0006
6.0000	3.6120	0.4571	-2997.0000	0.0006
6.0000	3.4732	0.1636	-5572.0000	0.0006
6.0000	3.5320	0.3371	-1419.0000	0.0006
6.0000	3.4801	0.3052	-4663.0000	0.0006
6.0000	3.6623	0.3965	-7561.0000	0.0006
6.0000	3.8729	0.3017	-6429.0000	0.0006
6.0000	3.5825	0.5604	-9764.0000	0.0006
6.0000	3.4040	0.3155	-7068.0000	0.0006
6.0000	4.0572	0.2306	-9391.0000	0.0006
6.0000	3.5079	0.2891	-4770.0000	0.0006
6.0000	3.4380	0.1456	-1694.0000	0.0006
6.0000	3.3007	0.3266	-5683.0000	0.0006
6.0000	3.4727	0.5668	-3906.0000	0.0006
6.0000	3.4574	0.4171	-8502.0000	0.0006
6.0000	4.1332	0.2700	-5695.0000	0.0006
6.0000	3.3964	0.3836	-7929.0000	0.0006
6.0000	3.7218	0.3000	-4798.0000	0.0006
6.0000	3.3883	0.2535	-9818.0000	0.0006
6.0000	3.8199	0.3277	-7579.0000	0.0006
6.0000	4.2317	0.4034	-1465.0000	0.0006
6.0000	3.2741	0.2212	-2944.0000	0.0006
6.0000	3.4159	0.1937	-2102.0000	0.0006
6.0000	3.5618	0.2301	-5319.0000	0.0006
6.0000	3.5678	0.2680	-6397.0000	0.0006
7.0000	4.0809	0.1158	-8349.0000	0.0007
7.0000	3.6675	0.2055	-8935.0000	0.0007
7.0000	3.8147	0.1934	-2460.0000	0.0007
7.0000	4.1134	0.3869	-8322.0000	0.0007
7.0000	4.1084	0.1863	-6104.0000	0.0007
7.0000	3.3172	0.3612	-7566.0000	0.0007
7.0000	3.5155	0.2618	-9526.0000	0.0007
7.0000	3.9138	0.2875	-3417.0000	0.0007
7.0000	3.5846	0.3205	-1696.0000	0.0007
7.0000	3.4988	0.2554	-2383.0000	0.0007
7.0000	4.1333	0.4766	-1083.0000	0.0007
7.0000	3.7665	0.3089	-2845.0000	0.0007
7.0000	3.7943	0.3961	-7145.0000	0.0007
7.0000	3.5653	0.0956	-7949.0000	0.0007
7.0000	3.4850	0.2532	-5012.0000	0.0007
7.0000	3.8430	0.3369	-3332.0000	0.0007
7.0000	3.4745	0.3873	-1694.0000	0.0007
7.0000	3.5934	0.1967	-3838.0000	0.0007
7.0000	4.0539	0.2995	-9090.0000	0.0007
7.0000	3.4792	0.2700	-9668.0000	0.0007
7.0000	3.9928	0.4584	-8075.0000	0.0007
7.0000	3.6352	0.3922	-3525.0000	0.0007
7.0000	3.0556	0.2394	-3168.0000	0.0007
7.0000	3.7732	0.3675	-7996.0000	0.0007
7.0000	3.9462	0.5140	-6218.0000	0.0007
7.0000	3.2454	0.3012	-8378.0000	0.0007
7.0000	3.5434	0.4889	-2997.0000	0.0007
7.0000	3.8554	0.4102	-5572.0000	0.0007
7.0000	3.6026	0.1768	-1419.0000	0.0007
7.0000	4.3150	0.3868	-4663.0000	0.0007
7.0000	3.9516	0.2572	-7561.0000	0.0007
7.0000	3.5972	0.4081	-6429.0000	0.0007
7.0000	3.6494	0.2261	-9764.0000	0.0007
7.0000	3.4378	0.2135	-7068.0000	0.0007
7.0000	3.5467	0.3739	-9391.0000	0.0007
7.0000	3.5761	0.4311	-4770.0000	0.0007
7.0000	3.4745	0.3873	-1694.0000	0.0007
7.0000	3.9323	0.2083	-5683.0000	0.0007
7.0000	3.8159	0.2719	-3906.0000	0.0007
7.0000	3.5334	0.3841	-8502.0000	0.0007
7.0000	3.4249	0.2126	-5695.0000	0.0007
7.0000	4.1676	0.1833	-7929.0000	0.0007
7.0000	4.1778	0.4842	-4798.0000	0.0007
7.0000	3.3881	0.3202	-9818.0000	0.0007
7.0000	3.7011	0.1702	-7579.0000	0.0007
7.0000	3.9412	0.1960	-1465.0000	0.0007
7.0000	3.5779	0.0676	-2944.0000	0.0007
7.0000	4.2545	0.5193	-2102.0000	0.0007
7.0000	3.9629	0.2416	-5319.0000	0.0007
7.0000	3.7625	0.2182	-6397.0000	0.0007
8.0000	3.7099	0.4014	-8349.0000	0.0008
8.0000	3.7777	0.3121	-8935.0000	0.0008
8.0000	3.1094	0.2080	-2460.0000	0.0008
8.0000	3.7391	0.3279	-8322.0000	0.0008
8.0000	3.8330	0.2552	-6104.0000	0.0008
8.0000	4.1972	0.2763	-7566.0000	0.0008
8.0000	3.6717	0.2047	-9526.0000	0.0008
8.0000	3.6103	0.2406	-3417.0000	0.0008
8.0000	4.0072	0.1479	-1696.0000	0.0008
8.0000	3.9940	0.2732	-2383.0000	0.0008
8.0000	3.7056	0.2570	-1083.0000	0.0008
8.0000	3.9123	0.3858	-2845.0000	0.0008
8.0000	3.8020	0.2086	-7145.0000	0.0008
8.0000	4.0979	0.2598	-7949.0000	0.0008
8.0000	3.9981	0.1802	-5012.0000	0.0008
8.0000	3.4997	0.3156	-3332.0000	0.0008
8.0000	3.7771	0.2700	-1694.0000	0.0008
8.0000	4.1093	0.3065	-3838.0000	0.0008
8.0000	4.1896	0.1928	-9090.0000	0.0008
8.0000	3.4188	0.2938	-9668.0000	0.0008
8.0000	4.1222	0.1819	-8075.0000	0.0008
8.0000	4.0769	0.5193	-3525.0000	0.0008
8.0000	3.2372	0.2991	-3168.0000	0.0008
8.0000	3.5543	0.1723	-7996.0000	0.0008
8.0000	3.2175	0.2953	-6218.0000	0.0008
8.0000	3.8290	0.0982	-8378.0000	0.0008
8.0000	3.3444	0.2059	-2997.0000	0.0008
8.0000	3.6577	0.5332	-5572.0000	0.0008
8.0000	3.3165	0.3573	-1419.0000	0.0008
8.0000	4.0143	0.2616	-4663.0000	0.0008
8.0000	3.9289	0.3277	-7561.0000	0.0008
8.0000	3.7185	0.4404	-6429.0000	0.0008
8.0000	3.8007	0.4438	-9764.0000	0.0008
8.0000	3.5760	0.4656	-7068.0000	0.0008
8.0000	3.9931	0.2720	-9391.0000	0.0008
8.0000	3.8256	0.2699	-4770.0000	0.0008
8.0000	3.7771	0.2700	-1694.0000	0.0008
8.0000	3.3108	0.2434	-5683.0000	0.0008
8.0000	3.6066	0.1943	-3906.0000	0.0008
8.0000	3.9472	0.0739	-8502.0000	0.0008
8.0000	3.6735	0.4366	-5695.0000	0.0008
8.0000	3.5964	0.2706	-7929.0000	0.0008
8.0000	4.4045	0.2325	-4798.0000	0.0008
8.0000	3.1411	0.3703	-9818.0000	0.0008
8.0000	4.1176	0.1191	-7579.0000	0.0008
8.0000	3.3912	0.2891	-1465.0000	0.0008
8.0000	3.4700	0.5292	-2944.0000	0.0008
8.0000	3.6949	0.3075	-2102.0000	0.0008
8.0000	3.6309	0.5242	-5319.0000	0.0008
8.0000	4.1351	0.2398	-6397.0000	0.0008
9.0000	3.7986	0.2124	-8349.0000	0.0009
9.0000	3.6940	0.3521	-8935.0000	0.0009
9.0000	3.0970	0.2669	-2460.0000	0.0009
9.0000	3.5899	0.5568	-8322.0000	0.0009
9.0000	3.7543	0.2766	-6104.0000	0.0009
9.0000	3.7765	0.3554	-7566.0000	0.0009
9.0000	3.9359	0.3435	-9526.0000	0.0009
9.0000	3.5922	0.2920	-3417.0000	0.0009
9.0000	3.9683	0.0636	-1696.0000	0.0009
9.0000	3.7836	0.2116	-2383.0000	0.0009
9.0000	3.3881	0.5134	-1083.0000	0.0009
9.0000	3.5395	0.1526	-2845.0000	0.0009
9.0000	3.5553	0.2746	-7145.0000	0.0009
9.0000	3.9057	0.2645	-7949.0000	0.0009
9.0000	3.7406	0.3574	-5012.0000	0.0009
9.0000	3.9953	0.3302	-3332.0000	0.0009
9.0000	3.7444	0.1302	-1694.0000	0.0009
9.0000	3.9140	0.1954	-3838.0000	0.0009
9.0000	4.0293	0.2696	-9090.0000	0.0009
9.0000	3.9465	0.2831	-9668.0000	0.0009
9.0000	3.6225	0.2644	-8075.0000	0.0009
9.0000	3.8199	0.2460	-3525.0000	0.0009
9.0000	3.7662	0.1018	-3168.0000	0.0009
9.0000	4.0449	0.4722	-7996.0000	0.0009
9.0000	3.9235	0.4590	-6218.0000	0.0009
9.0000	3.5781	0.3555	-8378.0000	0.0009
9.0000	3.7232	0.2791	-2997.0000	0.0009
9.0000	3.2067	0.1336	-5572.0000	0.0009
9.0000	3.6789	0.1588	-1419.0000	0.0009
9.0000	4.1278	0.3587	-4663.0000	0.0009
9.0000	3.6647	0.2450	-7561.0000	0.0009
9.0000	3.8964	0.4096	-6429.0000	0.0009
9.0000	3.5016	0.3011	-9764.0000	0.0009
9.0000	3.5847	0.1655	-7068.0000	0.0009
9.0000	3.1213	0.1386	-9391.0000	0.0009
9.0000	3.8541	0.3615	-4770.0000	0.0009
9.0000	3.7444	0.1302	-1694.0000	0.0009
9.0000	3.4221	0.1910	-5683.0000	0.0009
9.0000	3.1901	0.4187	-3906.0000	0.0009
9.0000	3.9759	0.3306	-8502.0000	0.0009
9.0000	3.8542	0.3076	-5695.0000	0.0009
9.0000	4.1010	0.1574	-7929.0000	0.0009
9.0000	3.8579	0.1664	-4798.0000	0.0009
9.0000	3.9458	0.0953	-9818.0000	0.0009
9.0000	3.6075	0.4002	-7579.0000	0.0009
9.0000	4.0461	0.3808	-1465.0000	0.0009
9.0000	3.7419	0.2336	-2944.0000	0.0009
9.0000	4.0531	0.4210	-2102.0000	0.0009
9.0000	3.5760	0.2181	-5319.0000	0.0009
9.0000	3.2354	0.1057	-6397.0000	0.0009
10.0000	3.8076	0.1420	-8349.0000	0.0010
10.0000	3.8970	0.3625	-8935.0000	0.0010
10.0000	3.3572	0.1896	-2460.0000	0.0010
10.0000	3.1162	0.2938	-8322.0000	0.0010
10.0000	3.6099	0.1066	-6104.0000	0.0010
10.0000	3.9384	0.3075	-7566.0000	0.0010
10.0000	3.8805	0.2375	-9526.0000	0.0010
10.0000	3.4329	0.2325	-3417.0000	0.0010
10.0000	3.6406	0.2882	-1696.0000	0.0010
10.0000	3.6372	0.2766	-2383.0000	0.0010
10.0000	3.5205	0.2117	-1083.0000	0.0010
10.0000	3.7452	0.4150	-2845.0000	0.0010
10.0000	3.6562	0.3283	-7145.0000	0.0010
10.0000	3.7867	0.2528	-7949.0000	0.0010
10.0000	3.6883	0.1333	-5012.0000	0.0010
10.0000	4.1718	0.4833	-3332.0000	0.0010
10.0000	3.6123	0.3626	-1694.0000	0.0010
10.0000	2.9722	0.3776	-3838.0000	0.0010
10.0000	3.7850	0.2795	-9090.0000	0.0010
10.0000	3.6287	0.2567	-9668.0000	0.0010
10.0000	3.6434	0.2300	-8075.0000	0.0010
10.0000	3.6039	0.1293	-3525.0000	0.0010
10.0000	3.7914	0.1349	-3168.0000	0.0010
10.0000	3.3152	0.4545	-7996.0000	0.0010
10.0000	3.8657	0.2519	-6218.0000	0.0010
10.0000	4.1342	0.1046	-8378.0000	0.0010
10.0000	3.5024	0.3878	-2997.0000	0.0010
10.0000	3.6267	0.2160	-5572.0000	0.0010
10.0000	3.7063	0.1327	-1419.0000	0.0010
10.0000	3.8116	0.3359	-4663.0000	0.0010
10.0000	3.6352	0.3400	-7561.0000	0.0010
10.0000	3.7149	0.5477	-6429.0000	0.0010
10.0000	3.6400	0.2646	-9764.0000	0.0010
10.0000	3.8745	0.3126	-7068.0000	0.0010
10.0000	3.4197	0.3796	-9391.0000	0.0010
10.0000	3.7370	0.2553	-4770.0000	0.0010
10.0000	3.6123	0.3626	-1694.0000	0.0010
10.0000	3.7594	0.2020	-5683.0000	0.0010
10.0000	4.1352	0.4443	-3906.0000	0.0010
10.0000	3.6070	0.3803	-8502.0000	0.0010
10.0000	3.8335	0.2910	-5695.0000	0.0010
10.0000	3.6358	0.3134	-7929.0000	0.0010
10.0000	3.7701	0.2302	-4798.0000	0.0010
10.0000	3.5561	0.2836	-9818.0000	0.0010
10.0000	3.5235	0.1908	-7579.0000	0.0010
10.0000	4.0021	0.2293	-1465.0000	0.0010
10.0000	3.9384	0.1425	-2944.0000	0.0010
10.0000	3.6273	0.4126	-2102.0000	0.0010
10.0000	3.7428	0.3483	-5319.0000	0.0010
10.0000	4.0887	0.2194	-6397.0000	0.0010
11.0000	3.8919	0.1668	-8349.0000	0.0011
11.0000	3.6573	0.1439	-8935.0000	0.0011
11.0000	3.9908	0.2444	-2460.0000	0.0011
11.0000	3.7814	0.2160	-8322.0000	0.0011
11.0000	3.3662	0.4893	-6104.0000	0.0011
11.0000	3.4428	0.1844	-7566.0000	0.0011
11.0000	3.7735	0.1464	-9526.0000	0.0011
11.0000	4.3573	0.3377	-3417.0000	0.0011
11.0000	3.9288	0.2215	-1696.0000	0.0011
11.0000	3.6423	0.2298	-2383.0000	0.0011
11.0000	3.7966	0.2828	-1083.0000	0.0011
11.0000	3.7134	0.1307	-2845.0000	0.0011
11.0000	3.9775	0.3410	-7145.0000	0.0011
11.0000	3.5186	0.1764	-7949.0000	0.0011
11.0000	3.9010	0.1309	-5012.0000	0.0011
11.0000	3.3777	0.2477	-3332.0000	0.0011
