N pol   	Mean    	Std     	Seed    	FracP   
22.0000	3.6541	0.2036	-8935.0000	0.0022
22.0000	3.6896	0.2536	-2460.0000	0.0022
22.0000	3.5072	0.1292	-8322.0000	0.0022
22.0000	3.7714	0.1347	-6104.0000	0.0022
23.0000	3.8065	0.3202	-8349.0000	0.0023
23.0000	3.5869	0.1441	-8935.0000	0.0023
23.0000	3.7690	0.1036	-2460.0000	0.0023
23.0000	3.8950	0.1565	-8322.0000	0.0023
23.0000	3.7888	0.2181	-6104.0000	0.0023
24.0000	3.7596	0.2347	-8349.0000	0.0024
24.0000	3.5830	0.1550	-8935.0000	0.0024
24.0000	3.7489	0.0957	-2460.0000	0.0024
24.0000	3.7801	0.0915	-8322.0000	0.0024
24.0000	3.7539	0.1166	-6104.0000	0.0024
25.0000	3.9234	0.1445	-8349.0000	0.0025
25.0000	3.6387	0.0992	-8935.0000	0.0025
25.0000	3.6110	0.1553	-2460.0000	0.0025
25.0000	3.7790	0.1105	-8322.0000	0.0025
25.0000	3.7511	0.1763	-6104.0000	0.0025
26.0000	3.6343	0.1553	-8349.0000	0.0026
26.0000	3.5616	0.1940	-8935.0000	0.0026
26.0000	3.6549	0.1417	-2460.0000	0.0026
26.0000	3.7831	0.1638	-8322.0000	0.0026
26.0000	3.5057	0.0926	-6104.0000	0.0026
27.0000	3.9981	0.1648	-8349.0000	0.0027
27.0000	3.5777	0.1802	-8935.0000	0.0027
27.0000	3.6618	0.1144	-2460.0000	0.0027
27.0000	3.6360	0.1610	-8322.0000	0.0027
27.0000	3.7341	0.0980	-6104.0000	0.0027
28.0000	3.8514	0.1051	-8349.0000	0.0028
28.0000	3.5362	0.2268	-8935.0000	0.0028
28.0000	3.6169	0.0981	-2460.0000	0.0028
28.0000	3.5595	0.1044	-8322.0000	0.0028
28.0000	3.6849	0.1263	-6104.0000	0.0028
29.0000	3.7631	0.1335	-8349.0000	0.0029
29.0000	3.8364	0.1770	-8935.0000	0.0029
29.0000	3.4102	0.2177	-2460.0000	0.0029
29.0000	3.5993	0.2601	-8322.0000	0.0029
29.0000	3.6864	0.1035	-6104.0000	0.0029
30.0000	3.6818	0.1641	-8349.0000	0.0030
30.0000	3.7561	0.1157	-8935.0000	0.0030
30.0000	3.7853	0.1215	-2460.0000	0.0030
30.0000	3.6597	0.0854	-8322.0000	0.0030
30.0000	3.6395	0.2051	-6104.0000	0.0030
31.0000	3.4501	0.2128	-8349.0000	0.0031
31.0000	3.6361	0.0817	-8935.0000	0.0031
31.0000	3.6381	0.1136	-2460.0000	0.0031
31.0000	3.7849	0.1573	-8322.0000	0.0031
31.0000	3.6344	0.1169	-6104.0000	0.0031
32.0000	3.8589	0.1088	-8349.0000	0.0032
32.0000	3.7845	0.0559	-8935.0000	0.0032
32.0000	3.6199	0.2715	-2460.0000	0.0032
32.0000	3.6153	0.2962	-8322.0000	0.0032
32.0000	3.4220	0.2196	-6104.0000	0.0032
33.0000	3.5111	0.0856	-8349.0000	0.0033
33.0000	3.5986	0.1362	-8935.0000	0.0033
33.0000	3.5651	0.0926	-2460.0000	0.0033
33.0000	3.4047	0.1446	-8322.0000	0.0033
33.0000	3.7417	0.0751	-6104.0000	0.0033
34.0000	3.5553	0.1234	-8349.0000	0.0034
34.0000	3.7108	0.1105	-8935.0000	0.0034
34.0000	3.6371	0.0749	-2460.0000	0.0034
34.0000	3.6338	0.1093	-8322.0000	0.0034
34.0000	3.7363	0.1676	-6104.0000	0.0034
35.0000	3.8041	0.1899	-8349.0000	0.0035
35.0000	3.6116	0.1540	-8935.0000	0.0035
35.0000	3.7614	0.1379	-2460.0000	0.0035
35.0000	3.7054	0.1389	-8322.0000	0.0035
35.0000	3.6230	0.2107	-6104.0000	0.0035
36.0000	3.5890	0.1718	-8349.0000	0.0036
36.0000	3.5166	0.0655	-8935.0000	0.0036
36.0000	3.5795	0.1600	-2460.0000	0.0036
36.0000	3.4680	0.0920	-8322.0000	0.0036
36.0000	3.5748	0.1705	-6104.0000	0.0036
37.0000	3.4874	0.1513	-8349.0000	0.0037
37.0000	3.7605	0.0752	-8935.0000	0.0037
37.0000	3.7785	0.1510	-2460.0000	0.0037
37.0000	3.6058	0.0568	-8322.0000	0.0037
37.0000	3.7724	0.1897	-6104.0000	0.0037
38.0000	3.5641	0.1359	-8349.0000	0.0038
38.0000	3.8493	0.1371	-8935.0000	0.0038
38.0000	3.6304	0.0558	-2460.0000	0.0038
38.0000	3.6120	0.1054	-8322.0000	0.0038
38.0000	3.6473	0.2192	-6104.0000	0.0038
39.0000	3.7846	0.2161	-8349.0000	0.0039
39.0000	3.6887	0.0898	-8935.0000	0.0039
39.0000	3.6787	0.1103	-2460.0000	0.0039
39.0000	3.8360	0.1475	-8322.0000	0.0039
39.0000	3.7968	0.1538	-6104.0000	0.0039
40.0000	3.7318	0.0890	-8349.0000	0.0040
40.0000	3.6415	0.2561	-8935.0000	0.0040
40.0000	3.8075	0.1248	-2460.0000	0.0040
40.0000	3.7537	0.1227	-8322.0000	0.0040
40.0000	3.8853	0.0681	-6104.0000	0.0040
41.0000	3.7318	0.0890	-8349.0000	0.0040
41.0000	3.6415	0.2561	-8935.0000	0.0040
41.0000	3.8075	0.1248	-2460.0000	0.0040
41.0000	3.7537	0.1227	-8322.0000	0.0040
41.0000	3.8853	0.0681	-6104.0000	0.0040
42.0000	3.6570	0.1620	-8349.0000	0.0041
42.0000	3.7035	0.0563	-8935.0000	0.0041
42.0000	3.6676	0.1630	-2460.0000	0.0041
42.0000	3.7790	0.1941	-8322.0000	0.0041
42.0000	3.6525	0.1255	-6104.0000	0.0041
43.0000	3.6318	0.1257	-8349.0000	0.0042
43.0000	3.7694	0.2312	-8935.0000	0.0042
43.0000	3.7834	0.0948	-2460.0000	0.0042
43.0000	3.6634	0.0739	-8322.0000	0.0042
43.0000	3.8042	0.2476	-6104.0000	0.0042
44.0000	3.7573	0.1526	-8349.0000	0.0043
44.0000	3.5239	0.0979	-8935.0000	0.0043
44.0000	3.7243	0.0915	-2460.0000	0.0043
44.0000	3.6301	0.0586	-8322.0000	0.0043
44.0000	3.9377	0.2121	-6104.0000	0.0043
45.0000	3.4512	0.1138	-8349.0000	0.0044
45.0000	3.6149	0.0829	-8935.0000	0.0044
45.0000	3.6110	0.0606	-2460.0000	0.0044
45.0000	3.6839	0.1121	-8322.0000	0.0044
45.0000	3.6475	0.1818	-6104.0000	0.0044
46.0000	3.7795	0.0981	-8349.0000	0.0045
46.0000	3.7948	0.0685	-8935.0000	0.0045
46.0000	3.7614	0.1159	-2460.0000	0.0045
46.0000	3.8833	0.1249	-8322.0000	0.0045
46.0000	3.6715	0.1999	-6104.0000	0.0045
47.0000	3.6190	0.0784	-8349.0000	0.0046
47.0000	3.7094	0.1654	-8935.0000	0.0046
47.0000	3.7241	0.0890	-2460.0000	0.0046
47.0000	3.7985	0.1431	-8322.0000	0.0046
47.0000	3.7164	0.1246	-6104.0000	0.0046
48.0000	3.7483	0.1098	-8349.0000	0.0047
48.0000	3.7629	0.0946	-8935.0000	0.0047
48.0000	3.7069	0.0805	-2460.0000	0.0047
48.0000	3.7050	0.0965	-8322.0000	0.0047
48.0000	3.7703	0.1508	-6104.0000	0.0047
49.0000	4.0212	0.2373	-8349.0000	0.0048
49.0000	3.5933	0.1173	-8935.0000	0.0048
49.0000	3.6782	0.1038	-2460.0000	0.0048
49.0000	3.5315	0.1539	-8322.0000	0.0048
49.0000	3.7027	0.1015	-6104.0000	0.0048
50.0000	3.6507	0.2134	-8349.0000	0.0049
50.0000	3.7956	0.1074	-8935.0000	0.0049
50.0000	3.6235	0.0878	-2460.0000	0.0049
50.0000	3.7096	0.0674	-8322.0000	0.0049
50.0000	3.4517	0.1047	-6104.0000	0.0049
51.0000	3.8805	0.1169	-8349.0000	0.0050
51.0000	3.6996	0.0992	-8935.0000	0.0050
51.0000	3.7558	0.0947	-2460.0000	0.0050
51.0000	3.6030	0.1064	-8322.0000	0.0050
51.0000	3.8177	0.1698	-6104.0000	0.0050
52.0000	3.6832	0.1398	-8349.0000	0.0051
52.0000	3.7538	0.1587	-8935.0000	0.0051
52.0000	3.7532	0.1165	-2460.0000	0.0051
52.0000	3.5702	0.1268	-8322.0000	0.0051
52.0000	3.8239	0.0728	-6104.0000	0.0051
53.0000	3.7252	0.1055	-8349.0000	0.0052
53.0000	3.7301	0.1136	-8935.0000	0.0052
53.0000	3.8955	0.0666	-2460.0000	0.0052
53.0000	3.6220	0.1316	-8322.0000	0.0052
53.0000	3.5515	0.0858	-6104.0000	0.0052
54.0000	3.6653	0.0768	-8349.0000	0.0053
54.0000	3.7087	0.1448	-8935.0000	0.0053
54.0000	3.7116	0.1032	-2460.0000	0.0053
54.0000	3.5814	0.1419	-8322.0000	0.0053
54.0000	3.6853	0.1375	-6104.0000	0.0053
55.0000	3.7083	0.0791	-8349.0000	0.0054
55.0000	3.6048	0.0874	-8935.0000	0.0054
55.0000	3.7421	0.0863	-2460.0000	0.0054
55.0000	3.6545	0.0527	-8322.0000	0.0054
55.0000	3.8562	0.0785	-6104.0000	0.0054
56.0000	3.6076	0.1750	-8349.0000	0.0055
56.0000	3.6556	0.1199	-8935.0000	0.0055
56.0000	3.6063	0.0775	-2460.0000	0.0055
56.0000	3.5374	0.0873	-8322.0000	0.0055
56.0000	3.7015	0.0879	-6104.0000	0.0055
57.0000	3.7354	0.1075	-8349.0000	0.0056
57.0000	3.5825	0.0862	-8935.0000	0.0056
57.0000	3.5751	0.0676	-2460.0000	0.0056
57.0000	3.6559	0.0660	-8322.0000	0.0056
57.0000	3.6411	0.0768	-6104.0000	0.0056
58.0000	3.5614	0.0615	-8349.0000	0.0057
58.0000	3.5862	0.0619	-8935.0000	0.0057
58.0000	3.5886	0.0577	-2460.0000	0.0057
58.0000	3.6504	0.1740	-8322.0000	0.0057
58.0000	3.7508	0.1174	-6104.0000	0.0057
59.0000	3.6896	0.0974	-8349.0000	0.0058
59.0000	3.6897	0.0935	-8935.0000	0.0058
59.0000	3.7042	0.0963	-2460.0000	0.0058
59.0000	3.6624	0.0427	-8322.0000	0.0058
59.0000	3.7616	0.0880	-6104.0000	0.0058
60.0000	3.6413	0.0687	-8349.0000	0.0059
60.0000	3.7432	0.1701	-8935.0000	0.0059
60.0000	3.7334	0.0310	-2460.0000	0.0059
60.0000	3.5485	0.1149	-8322.0000	0.0059
60.0000	3.6071	0.0737	-6104.0000	0.0059
61.0000	3.7650	0.0687	-8349.0000	0.0060
61.0000	3.6406	0.0649	-8935.0000	0.0060
61.0000	3.8196	0.1026	-2460.0000	0.0060
61.0000	3.7910	0.1483	-8322.0000	0.0060
61.0000	3.6105	0.0589	-6104.0000	0.0060
62.0000	3.5264	0.0760	-8349.0000	0.0061
62.0000	3.6548	0.0605	-8935.0000	0.0061
62.0000	3.7343	0.1020	-2460.0000	0.0061
62.0000	3.5823	0.0927	-8322.0000	0.0061
62.0000	3.5696	0.1273	-6104.0000	0.0061
63.0000	3.6386	0.1544	-8349.0000	0.0062
63.0000	3.5736	0.1254	-8935.0000	0.0062
63.0000	3.5601	0.1331	-2460.0000	0.0062
63.0000	3.6940	0.0907	-8322.0000	0.0062
63.0000	3.6409	0.0979	-6104.0000	0.0062
64.0000	3.6336	0.0611	-8349.0000	0.0063
64.0000	3.7292	0.0650	-8935.0000	0.0063
64.0000	3.8392	0.1059	-2460.0000	0.0063
64.0000	3.7438	0.0760	-8322.0000	0.0063
64.0000	3.6075	0.1867	-6104.0000	0.0063
65.0000	3.6057	0.1277	-8349.0000	0.0064
65.0000	3.4963	0.1097	-8935.0000	0.0064
65.0000	3.5670	0.1310	-2460.0000	0.0064
65.0000	3.7442	0.1300	-8322.0000	0.0064
65.0000	3.8096	0.0894	-6104.0000	0.0064
66.0000	3.7156	0.1092	-8349.0000	0.0065
66.0000	3.6082	0.1293	-8935.0000	0.0065
66.0000	3.8482	0.1045	-2460.0000	0.0065
66.0000	3.7699	0.1229	-8322.0000	0.0065
66.0000	3.8208	0.1023	-6104.0000	0.0065
67.0000	3.7319	0.1109	-8349.0000	0.0066
67.0000	3.6546	0.0949	-8935.0000	0.0066
67.0000	3.7046	0.0942	-2460.0000	0.0066
67.0000	3.8820	0.0668	-8322.0000	0.0066
67.0000	3.6208	0.0614	-6104.0000	0.0066
68.0000	3.7223	0.1229	-8349.0000	0.0067
68.0000	3.6725	0.0959	-8935.0000	0.0067
68.0000	3.5635	0.0839	-2460.0000	0.0067
68.0000	3.4990	0.1169	-8322.0000	0.0067
68.0000	3.6995	0.0510	-6104.0000	0.0067
69.0000	3.5561	0.1546	-8349.0000	0.0068
69.0000	3.7008	0.1557	-8935.0000	0.0068
69.0000	3.6415	0.0399	-2460.0000	0.0068
69.0000	3.8362	0.0943	-8322.0000	0.0068
69.0000	3.6017	0.1530	-6104.0000	0.0068
70.0000	3.6500	0.1307	-8349.0000	0.0069
70.0000	3.4934	0.0759	-8935.0000	0.0069
70.0000	3.6315	0.1106	-2460.0000	0.0069
70.0000	3.6944	0.1120	-8322.0000	0.0069
70.0000	3.6382	0.1813	-6104.0000	0.0069
71.0000	3.6046	0.1343	-8349.0000	0.0070
71.0000	3.6487	0.0827	-8935.0000	0.0070
71.0000	3.6811	0.0986	-2460.0000	0.0070
71.0000	3.8341	0.1014	-8322.0000	0.0070
71.0000	3.5774	0.1530	-6104.0000	0.0070
72.0000	3.6730	0.0809	-8349.0000	0.0071
72.0000	3.6432	0.0417	-8935.0000	0.0071
72.0000	3.6693	0.0375	-2460.0000	0.0071
72.0000	3.5842	0.0922	-8322.0000	0.0071
72.0000	3.7391	0.1413	-6104.0000	0.0071
73.0000	3.5840	0.0955	-8349.0000	0.0072
73.0000	3.6801	0.0808	-8935.0000	0.0072
73.0000	3.7221	0.0556	-2460.0000	0.0072
73.0000	3.6321	0.0830	-8322.0000	0.0072
73.0000	3.6694	0.0686	-6104.0000	0.0072
74.0000	3.6633	0.0702	-8349.0000	0.0073
74.0000	3.7258	0.0659	-8935.0000	0.0073
74.0000	3.8249	0.0736	-2460.0000	0.0073
74.0000	3.5967	0.0752	-8322.0000	0.0073
74.0000	3.7335	0.1362	-6104.0000	0.0073
75.0000	3.7971	0.0425	-8349.0000	0.0074
75.0000	3.6806	0.1299	-8935.0000	0.0074
75.0000	3.7016	0.0726	-2460.0000	0.0074
75.0000	3.5373	0.1160	-8322.0000	0.0074
75.0000	3.6235	0.1058	-6104.0000	0.0074
76.0000	3.6209	0.1290	-8349.0000	0.0075
76.0000	3.8144	0.1376	-8935.0000	0.0075
76.0000	3.5605	0.0694	-2460.0000	0.0075
76.0000	3.6226	0.0677	-8322.0000	0.0075
76.0000	3.6172	0.1383	-6104.0000	0.0075
77.0000	3.7632	0.1050	-8349.0000	0.0076
77.0000	3.7098	0.0782	-8935.0000	0.0076
77.0000	3.8656	0.0902	-2460.0000	0.0076
77.0000	3.7416	0.0308	-8322.0000	0.0076
77.0000	3.6693	0.1692	-6104.0000	0.0076
78.0000	3.6976	0.0839	-8349.0000	0.0077
78.0000	3.6587	0.1368	-8935.0000	0.0077
78.0000	3.7414	0.1225	-2460.0000	0.0077
78.0000	3.7701	0.0875	-8322.0000	0.0077
78.0000	3.8193	0.0400	-6104.0000	0.0077
79.0000	3.7593	0.0823	-8349.0000	0.0078
79.0000	3.8394	0.1283	-8935.0000	0.0078
79.0000	3.6571	0.0835	-2460.0000	0.0078
79.0000	3.4700	0.0594	-8322.0000	0.0078
79.0000	3.7129	0.0766	-6104.0000	0.0078
80.0000	3.5869	0.0530	-8349.0000	0.0079
80.0000	3.7014	0.0986	-8935.0000	0.0079
80.0000	3.5682	0.0973	-2460.0000	0.0079
80.0000	3.5509	0.0753	-8322.0000	0.0079
80.0000	3.4884	0.0496	-6104.0000	0.0079
81.0000	3.6244	0.1647	-8349.0000	0.0080
81.0000	3.6256	0.0746	-8935.0000	0.0080
81.0000	3.6225	0.0435	-2460.0000	0.0080
81.0000	3.6184	0.0866	-8322.0000	0.0080
81.0000	3.7049	0.1599	-6104.0000	0.0080
82.0000	3.5612	0.0853	-8349.0000	0.0081
82.0000	3.6597	0.1818	-8935.0000	0.0081
82.0000	3.5644	0.1759	-2460.0000	0.0081
82.0000	3.7134	0.0768	-8322.0000	0.0081
82.0000	3.5280	0.0517	-6104.0000	0.0081
83.0000	3.6597	0.0560	-8349.0000	0.0082
83.0000	3.6825	0.0841	-8935.0000	0.0082
83.0000	3.6068	0.0805	-2460.0000	0.0082
83.0000	3.5352	0.1319	-8322.0000	0.0082
83.0000	3.6364	0.1147	-6104.0000	0.0082
84.0000	3.6655	0.0299	-8349.0000	0.0083
84.0000	3.5819	0.1451	-8935.0000	0.0083
84.0000	3.7120	0.0742	-2460.0000	0.0083
84.0000	3.5673	0.0753	-8322.0000	0.0083
84.0000	3.5403	0.0977	-6104.0000	0.0083
85.0000	3.6520	0.0594	-8349.0000	0.0084
85.0000	3.5503	0.0586	-8935.0000	0.0084
85.0000	3.5174	0.0592	-2460.0000	0.0084
85.0000	3.8788	0.1445	-8322.0000	0.0084
85.0000	3.5187	0.0902	-6104.0000	0.0084
86.0000	3.7143	0.0219	-8349.0000	0.0085
86.0000	3.7141	0.0952	-8935.0000	0.0085
86.0000	3.5809	0.1323	-2460.0000	0.0085
86.0000	3.6824	0.1301	-8322.0000	0.0085
86.0000	3.6122	0.1172	-6104.0000	0.0085
87.0000	3.7760	0.0609	-8349.0000	0.0086
87.0000	3.6478	0.1287	-8935.0000	0.0086
87.0000	3.5502	0.0845	-2460.0000	0.0086
87.0000	3.6454	0.1302	-8322.0000	0.0086
87.0000	3.6451	0.0890	-6104.0000	0.0086
88.0000	3.5863	0.0917	-8349.0000	0.0087
88.0000	3.6686	0.0369	-8935.0000	0.0087
88.0000	3.8111	0.0975	-2460.0000	0.0087
88.0000	3.6220	0.0718	-8322.0000	0.0087
88.0000	3.6726	0.0805	-6104.0000	0.0087
89.0000	3.6868	0.1464	-8349.0000	0.0088
89.0000	3.4446	0.1461	-8935.0000	0.0088
89.0000	3.5437	0.0891	-2460.0000	0.0088
89.0000	3.6405	0.0471	-8322.0000	0.0088
89.0000	3.7109	0.0883	-6104.0000	0.0088
90.0000	3.5216	0.1197	-8349.0000	0.0089
90.0000	3.6166	0.1065	-8935.0000	0.0089
90.0000	3.6417	0.1203	-2460.0000	0.0089
90.0000	3.7418	0.0431	-8322.0000	0.0089
90.0000	3.7562	0.0284	-6104.0000	0.0089
91.0000	3.7086	0.0869	-8349.0000	0.0090
91.0000	3.7165	0.0994	-8935.0000	0.0090
91.0000	3.6407	0.0905	-2460.0000	0.0090
91.0000	3.6257	0.0535	-8322.0000	0.0090
91.0000	3.6545	0.0862	-6104.0000	0.0090
92.0000	3.6440	0.1360	-8349.0000	0.0091
92.0000	3.5955	0.1108	-8935.0000	0.0091
92.0000	3.6314	0.0777	-2460.0000	0.0091
92.0000	3.4575	0.0734	-8322.0000	0.0091
92.0000	3.6873	0.0781	-6104.0000	0.0091
93.0000	3.5992	0.0532	-8349.0000	0.0092
93.0000	3.7677	0.0547	-8935.0000	0.0092
93.0000	3.5739	0.0777	-2460.0000	0.0092
93.0000	3.6367	0.0789	-8322.0000	0.0092
93.0000	3.5962	0.0619	-6104.0000	0.0092
94.0000	3.6927	0.1146	-8349.0000	0.0093
94.0000	3.4813	0.0711	-8935.0000	0.0093
94.0000	3.6131	0.1466	-2460.0000	0.0093
94.0000	3.7418	0.0672	-8322.0000	0.0093
94.0000	3.8191	0.0974	-6104.0000	0.0093
95.0000	3.6772	0.0547	-8349.0000	0.0094
95.0000	3.6457	0.1233	-8935.0000	0.0094
95.0000	3.6657	0.0821	-2460.0000	0.0094
95.0000	3.6197	0.0803	-8322.0000	0.0094
95.0000	3.6543	0.0614	-6104.0000	0.0094
96.0000	3.6321	0.0415	-8349.0000	0.0095
96.0000	3.8048	0.0941	-8935.0000	0.0095
96.0000	3.5402	0.1129	-2460.0000	0.0095
96.0000	3.7242	0.0732	-8322.0000	0.0095
96.0000	3.7033	0.1190	-6104.0000	0.0095
97.0000	3.6882	0.0721	-8349.0000	0.0096
97.0000	3.5818	0.1134	-8935.0000	0.0096
97.0000	3.7067	0.0704	-2460.0000	0.0096
97.0000	3.7698	0.0596	-8322.0000	0.0096
97.0000	3.5283	0.0962	-6104.0000	0.0096
98.0000	3.5180	0.0811	-8349.0000	0.0097
98.0000	3.6863	0.0616	-8935.0000	0.0097
98.0000	3.6437	0.1034	-2460.0000	0.0097
98.0000	3.5817	0.0583	-8322.0000	0.0097
98.0000	3.4484	0.1143	-6104.0000	0.0097
99.0000	3.5972	0.0610	-8349.0000	0.0098
99.0000	3.5997	0.0971	-8935.0000	0.0098
99.0000	3.5952	0.0415	-2460.0000	0.0098
99.0000	3.6576	0.0858	-8322.0000	0.0098
99.0000	3.5998	0.0971	-6104.0000	0.0098
100.0000	3.7914	0.0379	-8349.0000	0.0099
100.0000	3.5338	0.0796	-8935.0000	0.0099
100.0000	3.7305	0.0980	-2460.0000	0.0099
100.0000	3.7299	0.1520	-8322.0000	0.0099
100.0000	3.5584	0.0622	-6104.0000	0.0099
